nodeid,rdtimestamp,rssi,snr
tinovi-02,1752626700,-75.5,8.9
milesight-01,1752627600,-86.5,9.9
milesight-02,1752627600,-84.0,9.4
tinovi-01,1752627600,-89.0,9.5
tinovi-02,1752627600,-75.0,10.3
milesight-01,1752628500,-86.0,9.5
milesight-02,1752628500,-83.0,7.0
tinovi-01,1752628500,-89.0,8.4
tinovi-02,1752628500,-75.0,9.6
milesight-01,1752629400,-86.5,10.1
milesight-02,1752629400,-84.0,8.8
tinovi-01,1752629400,-91.0,8.5
tinovi-02,1752629400,-75.0,7.5
milesight-01,1752630300,-85.0,6.8
milesight-02,1752630300,-83.0,7.5
tinovi-01,1752630300,-92.0,8.4
tinovi-02,1752630300,-74.5,10.1
milesight-01,1752631200,-85.0,8.4
milesight-02,1752631200,-84.0,8.3
tinovi-01,1752631200,-92.0,9.8
tinovi-02,1752631200,-74.0,8.3
milesight-01,1752632100,-87.0,10.0
milesight-02,1752632100,-85.0,7.3
tinovi-01,1752632100,-89.5,8.9
tinovi-02,1752632100,-74.5,9.3
milesight-01,1752633000,-84.5,9.0
milesight-02,1752633000,-81.0,8.3
tinovi-01,1752633000,-89.0,7.8
tinovi-02,1752633000,-73.0,8.8
milesight-02,1752633900,-83.0,2.8
tinovi-01,1752633900,-91.5,9.4
tinovi-02,1752633900,-76.0,9.1
milesight-01,1752634800,-88.5,8.6
milesight-02,1752634800,-84.0,10.1
tinovi-01,1752634800,-93.0,7.3
tinovi-02,1752634800,-75.0,9.8
milesight-02,1752635700,-85.0,3.0
tinovi-01,1752635700,-91.0,8.8
tinovi-02,1752635700,-75.5,10.0
milesight-01,1752636600,-86.5,9.4
milesight-02,1752636600,-84.5,9.6
tinovi-01,1752636600,-91.5,9.1
tinovi-02,1752636600,-74.0,7.5
milesight-01,1752637500,-87.0,7.5
milesight-02,1752637500,-85.0,9.8
tinovi-01,1752637500,-93.0,10.0
tinovi-02,1752637500,-74.5,9.5
milesight-01,1752638400,-87.0,7.8
milesight-02,1752638400,-84.5,5.9
tinovi-01,1752638400,-92.0,8.0
tinovi-02,1752638400,-77.0,10.0
milesight-01,1752639300,-87.0,9.3
milesight-02,1752639300,-82.0,9.0
tinovi-01,1752639300,-95.0,9.0
tinovi-02,1752639300,-74.0,8.3
milesight-01,1752640200,-89.0,10.1
milesight-02,1752640200,-85.0,7.8
tinovi-01,1752640200,-93.0,8.4
tinovi-02,1752640200,-73.0,9.5
milesight-01,1752641100,-87.0,7.5
milesight-02,1752641100,-82.0,9.5
tinovi-01,1752641100,-92.0,8.8
tinovi-02,1752641100,-76.0,9.6
milesight-01,1752642000,-88.0,8.6
milesight-02,1752642000,-83.5,8.6
tinovi-01,1752642000,-87.5,9.0
tinovi-02,1752642000,-73.0,9.3
milesight-01,1752642900,-87.0,7.5
milesight-02,1752642900,-83.0,10.3
tinovi-01,1752642900,-89.0,7.5
tinovi-02,1752642900,-74.5,9.6
milesight-01,1752643800,-87.5,7.8
milesight-02,1752643800,-85.5,9.0
tinovi-01,1752643800,-93.5,9.6
tinovi-02,1752643800,-73.0,8.8
milesight-01,1752644700,-97.0,8.5
milesight-02,1752644700,-86.0,9.8
tinovi-01,1752644700,-87.0,7.3
tinovi-02,1752644700,-72.0,10.0
milesight-01,1752645600,-88.5,7.9
milesight-02,1752645600,-84.0,8.5
tinovi-01,1752645600,-91.5,9.3
tinovi-02,1752645600,-75.5,9.9
milesight-01,1752646500,-91.0,8.0
milesight-02,1752646500,-83.0,9.8
tinovi-01,1752646500,-97.0,9.5
tinovi-02,1752646500,-75.0,8.0
milesight-01,1752647400,-85.5,7.4
milesight-02,1752647400,-82.5,9.0
tinovi-01,1752647400,-91.0,8.4
tinovi-02,1752647400,-73.5,8.9
milesight-01,1752648300,-91.0,9.8
milesight-02,1752648300,-84.0,9.3
tinovi-01,1752648300,-93.0,9.8
tinovi-02,1752648300,-75.0,9.3
milesight-01,1752649200,-89.0,10.3
milesight-02,1752649200,-86.5,8.5
tinovi-01,1752649200,-89.0,9.0
tinovi-02,1752649200,-74.5,9.6
milesight-01,1752650100,-89.0,8.3
milesight-02,1752650100,-85.0,10.0
tinovi-01,1752650100,-97.0,8.8
tinovi-02,1752650100,-73.0,7.3
milesight-01,1752651000,-84.5,8.8
milesight-02,1752651000,-86.5,9.8
tinovi-01,1752651000,-92.0,9.6
tinovi-02,1752651000,-74.5,10.5
milesight-01,1752651900,-89.0,10.0
milesight-02,1752651900,-86.0,9.3
tinovi-02,1752651900,-73.0,9.8
milesight-01,1752652800,-87.0,9.8
milesight-02,1752652800,-86.0,8.9
tinovi-01,1752652800,-87.0,8.8
tinovi-02,1752652800,-74.0,8.8
milesight-02,1752653700,-83.0,7.5
tinovi-01,1752653700,-91.0,9.5
tinovi-02,1752653700,-74.0,9.8
milesight-01,1752654600,-86.0,7.6
milesight-02,1752654600,-86.0,8.8
tinovi-01,1752654600,-95.0,8.0
tinovi-02,1752654600,-72.0,8.5
milesight-02,1752655500,-81.0,9.8
tinovi-01,1752655500,-86.0,9.0
tinovi-02,1752655500,-75.0,10.5
milesight-01,1752656400,-84.5,8.5
milesight-02,1752656400,-85.5,8.5
tinovi-01,1752656400,-89.0,9.9
tinovi-02,1752656400,-75.0,10.6
milesight-01,1752657300,-83.0,7.5
milesight-02,1752657300,-84.0,8.8
tinovi-01,1752657300,-89.0,7.8
tinovi-02,1752657300,-74.0,7.3
milesight-01,1752658200,-80.0,9.0
milesight-02,1752658200,-84.5,8.9
tinovi-01,1752658200,-89.0,9.3
tinovi-02,1752658200,-73.5,10.0
milesight-01,1752659100,-81.0,9.8
milesight-02,1752659100,-84.0,9.3
tinovi-01,1752659100,-89.0,7.3
tinovi-02,1752659100,-74.0,9.5
milesight-01,1752660000,-87.0,7.5
milesight-02,1752660000,-84.0,9.9
tinovi-01,1752660000,-89.5,9.1
tinovi-02,1752660000,-73.5,8.6
milesight-01,1752660900,-99.0,7.8
milesight-02,1752660900,-83.0,6.8
tinovi-01,1752660900,-88.0,9.5
tinovi-02,1752660900,-74.0,10.5
milesight-01,1752661800,-87.5,9.3
milesight-02,1752661800,-84.0,9.5
tinovi-01,1752661800,-90.0,8.1
tinovi-02,1752661800,-73.5,8.9
milesight-01,1752662700,-81.0,9.8
milesight-02,1752662700,-84.0,9.5
tinovi-01,1752662700,-88.0,9.5
tinovi-02,1752662700,-74.0,9.8
milesight-01,1752663600,-86.5,7.1
milesight-02,1752663600,-84.5,9.1
tinovi-01,1752663600,-93.0,7.6
tinovi-02,1752663600,-72.0,9.3
milesight-01,1752664500,-85.0,9.5
milesight-02,1752664500,-84.0,9.8
tinovi-01,1752664500,-90.0,8.5
tinovi-02,1752664500,-73.5,8.5
milesight-01,1752665400,-78.0,9.6
milesight-02,1752665400,-81.5,9.6
tinovi-01,1752665400,-86.5,9.5
tinovi-02,1752665400,-74.0,10.0
milesight-01,1752666300,-79.0,9.0
milesight-02,1752666300,-83.0,9.8
tinovi-01,1752666300,-87.0,8.8
tinovi-02,1752666300,-75.0,10.0
milesight-01,1752667200,-86.5,7.0
milesight-02,1752667200,-85.5,8.8
tinovi-01,1752667200,-86.0,7.6
tinovi-02,1752667200,-71.0,7.5
milesight-01,1752668100,-81.0,9.3
milesight-02,1752668100,-81.0,7.5
tinovi-01,1752668100,-92.0,9.3
tinovi-02,1752668100,-72.5,9.6
milesight-01,1752669000,-84.0,9.0
milesight-02,1752669000,-85.0,8.5
tinovi-01,1752669000,-92.5,8.1
tinovi-02,1752669000,-75.0,10.8
milesight-01,1752669900,-80.0,9.5
milesight-02,1752669900,-80.0,7.5
tinovi-01,1752669900,-91.0,9.3
tinovi-02,1752669900,-74.0,8.9
milesight-01,1752670800,-79.5,9.4
milesight-02,1752670800,-83.0,9.4
tinovi-01,1752670800,-92.0,9.0
tinovi-02,1752670800,-74.0,9.5
milesight-01,1752671700,-84.0,10.5
milesight-02,1752671700,-81.0,7.8
tinovi-01,1752671700,-93.0,8.0
tinovi-02,1752671700,-72.0,8.1
milesight-01,1752672600,-79.0,8.9
milesight-02,1752672600,-83.0,9.4
tinovi-01,1752672600,-89.0,9.0
tinovi-02,1752672600,-74.0,8.8
milesight-01,1752673500,-80.0,9.0
milesight-02,1752673500,-84.0,10.3
tinovi-01,1752673500,-93.0,7.5
tinovi-02,1752673500,-75.5,10.1
milesight-01,1752674400,-84.0,8.5
milesight-02,1752674400,-86.5,9.3
tinovi-01,1752674400,-90.0,9.3
tinovi-02,1752674400,-71.0,7.8
milesight-01,1752675300,-83.0,9.8
milesight-02,1752675300,-83.0,10.0
tinovi-01,1752675300,-91.0,10.3
tinovi-02,1752675300,-74.0,9.9
milesight-01,1752676200,-84.0,9.3
milesight-02,1752676200,-80.0,8.8
tinovi-01,1752676200,-89.0,8.8
tinovi-02,1752676200,-74.0,10.0
milesight-01,1752677100,-81.0,8.8
milesight-02,1752677100,-86.0,10.0
tinovi-01,1752677100,-92.0,9.8
tinovi-02,1752677100,-73.0,9.0
milesight-01,1752678000,-83.0,9.1
milesight-02,1752678000,-84.5,8.3
tinovi-01,1752678000,-91.0,8.1
tinovi-02,1752678000,-73.0,9.5
milesight-01,1752678900,-81.0,7.5
milesight-02,1752678900,-81.0,9.8
tinovi-01,1752678900,-89.0,10.0
tinovi-02,1752678900,-74.0,8.5
milesight-01,1752679800,-88.0,8.6
milesight-02,1752679800,-84.5,9.3
tinovi-01,1752679800,-88.0,9.9
tinovi-02,1752679800,-74.0,9.0
milesight-01,1752680700,-83.0,9.8
milesight-02,1752680700,-89.0,10.0
tinovi-01,1752680700,-95.0,9.0
tinovi-02,1752680700,-75.0,9.8
milesight-01,1752681600,-83.5,8.9
milesight-02,1752681600,-85.5,8.1
tinovi-01,1752681600,-87.0,7.5
tinovi-02,1752681600,-73.5,8.8
milesight-01,1752682500,-81.0,7.5
milesight-02,1752682500,-85.0,9.3
tinovi-01,1752682500,-91.0,9.9
tinovi-02,1752682500,-72.0,9.3
milesight-01,1752683400,-87.0,10.6
milesight-02,1752683400,-82.0,9.8
tinovi-01,1752683400,-95.0,7.0
tinovi-02,1752683400,-74.5,10.0
milesight-01,1752684300,-77.0,9.5
milesight-02,1752684300,-92.0,10.0
tinovi-01,1752684300,-91.0,8.9
tinovi-02,1752684300,-73.0,7.8
milesight-01,1752685200,-80.0,9.0
milesight-02,1752685200,-84.0,8.8
tinovi-01,1752685200,-92.0,9.8
tinovi-02,1752685200,-73.0,9.5
milesight-01,1752686100,-84.0,9.8
milesight-02,1752686100,-86.0,9.8
tinovi-01,1752686100,-90.5,8.5
tinovi-02,1752686100,-77.0,9.8
milesight-01,1752687000,-89.0,8.1
milesight-02,1752687000,-84.0,8.8
tinovi-01,1752687000,-93.0,8.5
tinovi-02,1752687000,-73.0,9.5
milesight-01,1752687900,-85.0,9.0
milesight-02,1752687900,-82.0,8.8
tinovi-01,1752687900,-93.5,8.1
tinovi-02,1752687900,-75.0,10.0
milesight-01,1752688800,-81.0,9.1
milesight-02,1752688800,-85.5,9.9
tinovi-01,1752688800,-92.0,10.0
tinovi-02,1752688800,-73.5,8.5
milesight-01,1752689700,-80.0,8.3
milesight-02,1752689700,-85.0,8.8
tinovi-01,1752689700,-92.0,9.5
tinovi-02,1752689700,-74.0,10.5
milesight-01,1752690600,-98.0,7.1
milesight-02,1752690600,-82.0,7.5
tinovi-01,1752690600,-89.0,8.8
tinovi-02,1752690600,-74.0,8.3
milesight-01,1752691500,-86.0,9.3
milesight-02,1752691500,-83.0,9.5
tinovi-01,1752691500,-91.5,8.6
tinovi-02,1752691500,-74.0,9.0
milesight-01,1752692400,-84.5,9.1
milesight-02,1752692400,-81.5,8.8
tinovi-01,1752692400,-89.0,9.3
tinovi-02,1752692400,-74.0,9.3
milesight-01,1752693300,-87.0,10.3
milesight-02,1752693300,-85.0,9.5
tinovi-01,1752693300,-83.5,9.1
tinovi-02,1752693300,-72.0,6.5
milesight-01,1752694200,-82.0,8.9
milesight-02,1752694200,-82.0,8.8
tinovi-01,1752694200,-91.0,10.3
tinovi-02,1752694200,-73.0,8.5
milesight-01,1752695100,-85.0,9.8
milesight-02,1752695100,-81.0,7.0
tinovi-01,1752695100,-87.5,9.4
tinovi-02,1752695100,-74.0,9.3
milesight-01,1752696000,-89.0,9.9
milesight-02,1752696000,-82.5,8.6
tinovi-01,1752696000,-87.0,7.5
tinovi-02,1752696000,-73.5,9.3
milesight-01,1752696900,-84.0,10.3
milesight-02,1752696900,-83.0,10.0
tinovi-01,1752696900,-90.0,9.1
tinovi-02,1752696900,-72.0,8.3
milesight-01,1752697800,-88.5,8.9
milesight-02,1752697800,-81.5,8.1
tinovi-01,1752697800,-91.0,7.5
tinovi-02,1752697800,-75.0,9.8
milesight-01,1752698700,-89.0,10.3
milesight-02,1752698700,-81.0,7.8
tinovi-01,1752698700,-90.5,9.1
tinovi-02,1752698700,-74.0,9.0
milesight-01,1752699600,-89.5,8.3
milesight-02,1752699600,-82.0,8.6
tinovi-02,1752699600,-74.0,7.5
milesight-01,1752700500,-88.0,9.0
milesight-02,1752700500,-81.0,9.3
tinovi-01,1752700500,-87.5,9.1
tinovi-02,1752700500,-74.5,10.1
milesight-01,1752701400,-86.0,7.1
milesight-02,1752701400,-82.0,9.6
tinovi-01,1752701400,-93.0,8.8
tinovi-02,1752701400,-73.0,9.0
milesight-01,1752702300,-87.0,9.5
milesight-02,1752702300,-83.0,10.8
tinovi-01,1752702300,-90.0,8.8
tinovi-02,1752702300,-73.5,8.5
milesight-01,1752703200,-84.5,8.5
milesight-02,1752703200,-80.5,10.1
tinovi-01,1752703200,-89.0,9.3
tinovi-02,1752703200,-74.0,9.8
milesight-01,1752704100,-86.0,9.8
milesight-02,1752704100,-81.0,10.8
tinovi-01,1752704100,-87.5,9.4
tinovi-02,1752704100,-73.5,8.5
milesight-01,1752705000,-85.0,8.3
milesight-02,1752705000,-82.0,10.5
tinovi-01,1752705000,-84.0,9.0
tinovi-02,1752705000,-74.0,9.5
milesight-01,1752705900,-86.0,10.0
milesight-02,1752705900,-80.0,9.3
tinovi-01,1752705900,-88.5,8.4
tinovi-02,1752705900,-74.5,9.4
milesight-01,1752706800,-83.0,9.8
milesight-02,1752706800,-82.0,9.9
tinovi-01,1752706800,-87.0,9.0
tinovi-02,1752706800,-72.0,7.8
milesight-01,1752707700,-85.0,8.5
milesight-02,1752707700,-83.0,10.0
tinovi-01,1752707700,-90.0,8.4
tinovi-02,1752707700,-75.5,9.8
milesight-01,1752708600,-84.0,8.5
milesight-02,1752708600,-81.0,8.5
tinovi-01,1752708600,-89.0,9.0
milesight-01,1752709500,-83.0,9.5
milesight-02,1752709500,-81.0,9.3
tinovi-01,1752709500,-88.0,10.5
tinovi-02,1752709500,-75.0,8.9
milesight-01,1752710400,-85.5,9.1
milesight-02,1752710400,-81.5,8.1
tinovi-01,1752710400,-87.0,7.8
tinovi-02,1752710400,-77.0,9.5
milesight-01,1752711300,-85.0,9.3
milesight-02,1752711300,-83.0,10.3
tinovi-01,1752711300,-91.0,9.6
tinovi-02,1752711300,-74.5,9.1
milesight-01,1752712200,-84.0,9.0
milesight-02,1752712200,-82.0,9.1
tinovi-01,1752712200,-89.0,7.3
tinovi-02,1752712200,-74.0,8.8
milesight-01,1752713100,-84.0,7.3
milesight-02,1752713100,-83.0,9.8
tinovi-01,1752713100,-88.0,9.5
tinovi-02,1752713100,-74.5,9.5
milesight-01,1752714000,-85.5,8.0
milesight-02,1752714000,-83.0,9.6
tinovi-01,1752714000,-91.0,10.3
tinovi-02,1752714000,-75.0,7.5
milesight-01,1752714900,-84.0,9.3
milesight-02,1752714900,-83.0,10.0
tinovi-01,1752714900,-87.0,8.1
tinovi-02,1752714900,-75.0,9.0
milesight-01,1752715800,-86.0,8.4
milesight-02,1752715800,-85.0,9.8
tinovi-01,1752715800,-93.0,9.8
tinovi-02,1752715800,-75.0,10.5
milesight-01,1752716700,-87.0,7.0
milesight-02,1752716700,-80.0,7.0
tinovi-01,1752716700,-87.0,8.0
tinovi-02,1752716700,-74.5,8.0
milesight-01,1752717600,-86.0,9.5
milesight-02,1752717600,-81.0,9.5
tinovi-01,1752717600,-87.0,9.0
tinovi-02,1752717600,-74.0,9.0
milesight-01,1752718500,-83.0,9.3
milesight-02,1752718500,-81.0,7.8
tinovi-01,1752718500,-89.5,9.3
tinovi-02,1752718500,-75.0,9.8
milesight-01,1752719400,-85.5,8.6
milesight-02,1752719400,-82.0,8.8
tinovi-01,1752719400,-89.0,9.0
tinovi-02,1752719400,-74.0,8.4
milesight-01,1752720300,-85.0,10.5
milesight-02,1752720300,-83.0,10.5
tinovi-01,1752720300,-89.0,8.0
tinovi-02,1752720300,-75.0,9.5
milesight-01,1752721200,-86.5,9.5
milesight-02,1752721200,-82.0,9.4
tinovi-01,1752721200,-91.0,10.0
tinovi-02,1752721200,-75.0,8.8
milesight-01,1752722100,-85.0,7.8
milesight-02,1752722100,-81.0,8.0
tinovi-01,1752722100,-90.0,7.9
tinovi-02,1752722100,-75.0,10.3
milesight-01,1752723000,-85.5,9.4
milesight-02,1752723000,-82.0,9.3
tinovi-01,1752723000,-89.0,9.8
tinovi-02,1752723000,-76.0,9.6
milesight-01,1752723900,-83.0,9.5
milesight-02,1752723900,-81.0,7.3
tinovi-01,1752723900,-89.0,10.0
tinovi-02,1752723900,-74.0,8.0
milesight-01,1752724800,-85.5,8.1
milesight-02,1752724800,-82.0,8.9
tinovi-01,1752724800,-87.0,7.5
tinovi-02,1752724800,-76.0,10.0
milesight-01,1752725700,-84.0,8.8
milesight-02,1752725700,-85.0,9.5
tinovi-01,1752725700,-90.0,7.5
tinovi-02,1752725700,-75.0,9.3
milesight-01,1752726600,-86.5,9.6
milesight-02,1752726600,-85.0,9.8
tinovi-01,1752726600,-90.0,8.0
tinovi-02,1752726600,-74.5,8.1
milesight-01,1752727500,-87.0,7.3
milesight-02,1752727500,-83.0,9.8
tinovi-01,1752727500,-90.0,9.0
tinovi-02,1752727500,-77.0,10.3
milesight-01,1752728400,-90.0,9.4
milesight-02,1752728400,-82.0,8.3
tinovi-01,1752728400,-90.0,10.0
tinovi-02,1752728400,-76.0,9.6
milesight-01,1752729300,-89.0,10.0
milesight-02,1752729300,-84.0,10.0
tinovi-01,1752729300,-89.0,9.3
tinovi-02,1752729300,-77.0,8.8
milesight-01,1752730200,-92.0,9.3
milesight-02,1752730200,-85.0,10.0
tinovi-01,1752730200,-91.5,8.6
tinovi-02,1752730200,-77.0,10.3
milesight-01,1752731100,-92.0,7.8
milesight-02,1752731100,-81.0,9.5
tinovi-01,1752731100,-89.0,10.0
tinovi-02,1752731100,-75.0,7.5
milesight-01,1752732000,-85.5,8.5
milesight-02,1752732000,-82.0,9.9
tinovi-01,1752732000,-88.5,8.5
tinovi-02,1752732000,-76.0,9.9
milesight-01,1752732900,-92.0,9.5
milesight-02,1752732900,-86.0,10.0
tinovi-01,1752732900,-91.0,10.3
tinovi-02,1752732900,-77.0,10.0
milesight-01,1752733800,-90.0,8.6
milesight-02,1752733800,-82.0,9.5
tinovi-01,1752733800,-92.0,10.3
tinovi-02,1752733800,-73.5,9.0
milesight-01,1752734700,-87.0,7.3
milesight-02,1752734700,-83.0,10.5
tinovi-01,1752734700,-86.0,7.8
tinovi-02,1752734700,-77.0,9.8
milesight-01,1752735600,-89.5,8.9
milesight-02,1752735600,-82.0,8.9
tinovi-01,1752735600,-92.0,9.5
tinovi-02,1752735600,-74.0,9.0
milesight-01,1752736500,-85.0,10.5
milesight-02,1752736500,-85.0,10.0
tinovi-01,1752736500,-91.0,7.8
tinovi-02,1752736500,-77.0,10.8
milesight-01,1752737400,-88.0,8.5
milesight-02,1752737400,-84.0,9.0
tinovi-01,1752737400,-89.5,9.1
tinovi-02,1752737400,-77.0,11.3
milesight-01,1752738300,-90.0,9.5
milesight-02,1752738300,-85.0,8.3
tinovi-01,1752738300,-90.0,9.5
tinovi-02,1752738300,-76.0,8.5
milesight-01,1752739200,-82.5,8.0
milesight-02,1752739200,-83.5,9.5
tinovi-01,1752739200,-86.5,8.6
tinovi-02,1752739200,-77.0,10.0
milesight-01,1752740100,-84.0,9.5
milesight-02,1752740100,-87.0,9.8
tinovi-01,1752740100,-89.0,9.3
tinovi-02,1752740100,-74.0,8.5
milesight-01,1752741000,-86.5,9.1
milesight-02,1752741000,-80.5,8.5
tinovi-01,1752741000,-88.0,9.0
tinovi-02,1752741000,-75.0,10.0
milesight-01,1752741900,-82.0,9.5
milesight-02,1752741900,-83.0,9.8
tinovi-01,1752741900,-91.0,9.0
tinovi-02,1752741900,-75.0,9.4
milesight-01,1752742800,-87.0,8.8
milesight-02,1752742800,-83.0,8.6
tinovi-01,1752742800,-92.0,9.1
tinovi-02,1752742800,-75.0,8.3
milesight-01,1752743700,-84.0,9.8
milesight-02,1752743700,-84.0,9.5
tinovi-01,1752743700,-87.0,9.8
tinovi-02,1752743700,-75.0,9.9
milesight-01,1752744600,-87.5,8.4
milesight-02,1752744600,-84.5,9.4
tinovi-01,1752744600,-88.5,8.3
tinovi-02,1752744600,-77.0,10.0
milesight-01,1752745500,-80.0,9.3
milesight-02,1752745500,-84.0,10.3
tinovi-01,1752745500,-88.0,9.0
tinovi-02,1752745500,-74.5,9.0
milesight-01,1752746400,-90.5,7.9
milesight-02,1752746400,-81.5,8.5
tinovi-01,1752746400,-87.5,8.4
tinovi-02,1752746400,-75.0,10.0
milesight-01,1752747300,-84.0,9.3
milesight-02,1752747300,-83.0,9.3
tinovi-01,1752747300,-92.0,10.0
tinovi-02,1752747300,-75.0,8.0
milesight-01,1752748200,-87.5,9.5
milesight-02,1752748200,-83.0,9.0
tinovi-01,1752748200,-89.5,9.5
tinovi-02,1752748200,-74.0,9.8
milesight-01,1752749100,-84.0,9.8
milesight-02,1752749100,-85.0,9.5
tinovi-01,1752749100,-85.0,7.0
tinovi-02,1752749100,-76.0,9.9
milesight-01,1752750000,-89.5,9.0
milesight-02,1752750000,-83.0,9.6
tinovi-01,1752750000,-92.5,8.0
tinovi-02,1752750000,-75.0,7.3
milesight-01,1752750900,-89.0,9.0
milesight-02,1752750900,-85.0,10.8
tinovi-01,1752750900,-87.0,7.5
tinovi-02,1752750900,-73.0,9.6
milesight-01,1752751800,-91.5,8.0
milesight-02,1752751800,-83.5,8.9
tinovi-01,1752751800,-91.0,9.5
tinovi-02,1752751800,-75.0,10.0
milesight-01,1752752700,-86.0,9.5
milesight-02,1752752700,-85.0,9.5
tinovi-01,1752752700,-93.0,8.8
tinovi-02,1752752700,-74.0,8.6
milesight-01,1752753600,-84.0,8.1
milesight-02,1752753600,-82.0,9.5
tinovi-01,1752753600,-90.5,8.5
tinovi-02,1752753600,-73.0,9.8
milesight-01,1752754500,-84.0,9.8
milesight-02,1752754500,-83.0,7.3
tinovi-01,1752754500,-92.0,9.8
tinovi-02,1752754500,-75.0,8.1
milesight-01,1752755400,-89.0,9.9
milesight-02,1752755400,-83.0,9.5
tinovi-01,1752755400,-90.5,8.4
tinovi-02,1752755400,-73.0,9.0
milesight-01,1752756300,-82.0,9.0
milesight-02,1752756300,-80.0,9.8
tinovi-01,1752756300,-87.0,9.0
tinovi-02,1752756300,-73.0,9.0
milesight-01,1752757200,-83.0,9.3
milesight-02,1752757200,-82.0,9.4
tinovi-01,1752757200,-92.0,9.4
tinovi-02,1752757200,-75.0,8.5
milesight-01,1752758100,-86.0,7.3
milesight-02,1752758100,-83.0,7.5
tinovi-01,1752758100,-91.0,9.5
tinovi-02,1752758100,-73.0,9.3
milesight-01,1752759000,-92.0,9.3
milesight-02,1752759000,-84.5,10.1
tinovi-01,1752759000,-88.0,8.9
tinovi-02,1752759000,-75.5,9.8
milesight-01,1752759900,-101.0,7.3
milesight-02,1752759900,-85.0,8.5
tinovi-01,1752759900,-89.0,9.5
tinovi-02,1752759900,-75.0,8.0
milesight-01,1752760800,-85.0,9.6
milesight-02,1752760800,-83.5,9.9
tinovi-01,1752760800,-90.5,8.4
tinovi-02,1752760800,-73.5,9.8
milesight-01,1752761700,-80.0,7.3
milesight-02,1752761700,-83.0,7.0
tinovi-01,1752761700,-93.0,9.5
tinovi-02,1752761700,-75.0,9.5
milesight-01,1752762600,-88.5,8.8
milesight-02,1752762600,-85.0,9.5
tinovi-01,1752762600,-88.0,9.4
tinovi-02,1752762600,-73.5,8.8
milesight-01,1752763500,-87.0,7.0
milesight-02,1752763500,-83.0,9.5
tinovi-01,1752763500,-90.0,8.5
tinovi-02,1752763500,-72.0,9.3
milesight-01,1752764400,-83.5,8.5
milesight-02,1752764400,-82.0,8.3
tinovi-01,1752764400,-88.0,9.8
tinovi-02,1752764400,-75.5,8.4
milesight-01,1752765300,-86.0,9.3
milesight-02,1752765300,-85.0,9.3
tinovi-01,1752765300,-87.0,7.3
tinovi-02,1752765300,-74.0,10.0
milesight-01,1752766200,-82.5,9.3
milesight-02,1752766200,-82.5,8.8
tinovi-01,1752766200,-90.0,9.6
tinovi-02,1752766200,-74.5,10.3
milesight-01,1752767100,-78.0,9.0
milesight-02,1752767100,-87.0,7.5
tinovi-01,1752767100,-95.0,9.3
tinovi-02,1752767100,-75.0,7.5
milesight-01,1752768000,-85.0,8.4
milesight-02,1752768000,-85.5,9.3
tinovi-01,1752768000,-89.0,8.5
tinovi-02,1752768000,-73.5,9.6
milesight-01,1752768900,-82.0,9.0
milesight-02,1752768900,-85.0,9.5
tinovi-01,1752768900,-90.0,9.8
tinovi-02,1752768900,-75.0,10.0
milesight-01,1752769800,-82.0,8.3
milesight-02,1752769800,-82.5,9.9
tinovi-01,1752769800,-90.0,8.3
tinovi-02,1752769800,-74.5,8.9
milesight-01,1752770700,-81.0,7.3
milesight-02,1752770700,-84.0,9.5
tinovi-01,1752770700,-86.0,9.8
tinovi-02,1752770700,-73.0,9.8
milesight-01,1752771600,-84.5,8.8
milesight-02,1752771600,-85.0,9.3
tinovi-01,1752771600,-93.5,9.4
tinovi-02,1752771600,-74.5,8.4
milesight-01,1752772500,-89.0,4.3
milesight-02,1752772500,-86.0,10.3
tinovi-01,1752772500,-99.0,7.0
tinovi-02,1752772500,-73.0,9.5
milesight-01,1752773400,-76.5,8.8
milesight-02,1752773400,-85.0,9.6
tinovi-01,1752773400,-89.0,8.3
tinovi-02,1752773400,-71.0,10.3
milesight-01,1752774300,-79.0,7.5
milesight-02,1752774300,-83.0,9.3
tinovi-01,1752774300,-87.0,9.5
tinovi-02,1752774300,-74.5,9.8
milesight-01,1752775200,-79.0,9.6
milesight-02,1752775200,-82.5,9.6
tinovi-01,1752775200,-90.0,8.3
tinovi-02,1752775200,-74.0,10.0
milesight-01,1752776100,-75.0,7.0
milesight-02,1752776100,-85.0,9.3
tinovi-01,1752776100,-88.5,9.5
tinovi-02,1752776100,-74.0,8.6
milesight-01,1752777000,-81.5,10.4
milesight-02,1752777000,-84.5,8.5
tinovi-02,1752777000,-77.0,10.0
milesight-01,1752777900,-87.0,7.3
milesight-02,1752777900,-81.0,9.8
tinovi-01,1752777900,-87.0,8.4
tinovi-02,1752777900,-75.0,8.6
milesight-01,1752778800,-84.5,9.8
milesight-02,1752778800,-84.0,9.5
tinovi-01,1752778800,-95.0,9.5
tinovi-02,1752778800,-75.0,10.5
milesight-01,1752779700,-81.0,7.5
milesight-02,1752779700,-83.0,9.3
tinovi-01,1752779700,-93.5,8.1
tinovi-02,1752779700,-74.0,9.4
milesight-01,1752780600,-81.5,9.9
milesight-02,1752780600,-85.0,8.8
tinovi-01,1752780600,-95.0,8.5
tinovi-02,1752780600,-73.0,7.5
milesight-01,1752781500,-81.0,9.0
milesight-02,1752781500,-81.0,9.8
tinovi-01,1752781500,-89.0,10.4
tinovi-02,1752781500,-76.0,10.0
