nodeid,rdtimestamp,rssi,snr
tinovi-02,1744490700,-69.5,9.3
tinovi-03,1744490700,-86.0,8.5
tinovi-05,1744490700,-80.0,10.0
tinovi-06,1744490700,-81.0,6.5
milesight-01,1744491600,-77.0,7.5
milesight-02,1744491600,-87.0,7.0
tinovi-01,1744491600,-82.0,8.9
tinovi-02,1744491600,-71.0,9.8
tinovi-03,1744491600,-86.5,8.8
tinovi-05,1744491600,-78.0,8.6
tinovi-06,1744491600,-82.0,9.6
milesight-01,1744492500,-76.0,8.5
milesight-02,1744492500,-83.0,10.3
tinovi-01,1744492500,-81.0,9.8
tinovi-02,1744492500,-71.0,8.3
tinovi-03,1744492500,-89.0,7.3
tinovi-05,1744492500,-78.0,10.0
tinovi-06,1744492500,-83.0,9.8
milesight-01,1744493400,-79.0,10.5
milesight-02,1744493400,-81.0,10.0
tinovi-01,1744493400,-81.5,8.4
tinovi-02,1744493400,-73.0,9.8
tinovi-03,1744493400,-84.0,9.0
tinovi-05,1744493400,-77.0,9.9
tinovi-06,1744493400,-82.5,8.1
milesight-01,1744494300,-78.0,9.4
milesight-02,1744494300,-87.0,10.0
tinovi-01,1744494300,-83.0,9.8
tinovi-02,1744494300,-70.0,9.0
tinovi-03,1744494300,-85.0,7.3
tinovi-05,1744494300,-77.0,10.3
tinovi-06,1744494300,-81.0,8.5
milesight-01,1744495200,-83.0,10.8
milesight-02,1744495200,-92.0,10.8
tinovi-01,1744495200,-80.5,9.5
tinovi-02,1744495200,-73.0,9.0
tinovi-03,1744495200,-86.5,9.4
tinovi-05,1744495200,-78.0,8.0
tinovi-06,1744495200,-80.5,8.0
milesight-01,1744496100,-80.0,10.0
milesight-02,1744496100,-83.5,8.4
tinovi-01,1744496100,-81.0,7.8
tinovi-02,1744496100,-72.5,9.8
tinovi-03,1744496100,-89.0,9.0
tinovi-05,1744496100,-77.0,9.5
tinovi-06,1744496100,-81.0,9.0
milesight-01,1744497000,-77.0,9.0
milesight-02,1744497000,-87.0,9.0
tinovi-01,1744497000,-82.0,9.8
tinovi-02,1744497000,-71.0,9.8
tinovi-03,1744497000,-90.0,6.0
tinovi-05,1744497000,-77.0,8.4
tinovi-06,1744497000,-83.0,9.4
milesight-01,1744497900,-79.5,9.0
milesight-02,1744497900,-87.0,9.8
tinovi-01,1744497900,-78.0,7.5
tinovi-02,1744497900,-69.0,8.6
tinovi-03,1744497900,-85.0,9.3
tinovi-05,1744497900,-79.0,9.8
tinovi-06,1744497900,-82.0,8.5
milesight-01,1744498800,-83.0,9.5
milesight-02,1744498800,-95.0,7.0
tinovi-01,1744498800,-81.0,9.3
tinovi-02,1744498800,-71.0,10.3
tinovi-03,1744498800,-85.5,8.4
tinovi-05,1744498800,-78.0,9.8
tinovi-06,1744498800,-82.5,8.4
milesight-01,1744499700,-80.0,10.3
milesight-02,1744499700,-84.5,9.3
tinovi-01,1744499700,-82.0,9.9
tinovi-02,1744499700,-70.0,8.4
tinovi-03,1744499700,-85.0,9.0
tinovi-05,1744499700,-76.0,7.8
tinovi-06,1744499700,-81.0,9.3
milesight-01,1744500600,-78.0,9.8
milesight-02,1744500600,-85.0,9.3
tinovi-01,1744500600,-81.0,10.5
tinovi-02,1744500600,-69.0,9.3
tinovi-03,1744500600,-87.5,9.1
tinovi-05,1744500600,-79.5,9.9
tinovi-06,1744500600,-80.5,8.0
milesight-01,1744501500,-79.5,9.8
milesight-02,1744501500,-87.0,10.1
tinovi-01,1744501500,-82.0,8.8
tinovi-02,1744501500,-68.5,9.3
tinovi-03,1744501500,-89.0,8.5
tinovi-05,1744501500,-78.0,8.0
tinovi-06,1744501500,-83.0,8.8
milesight-01,1744502400,-77.0,9.8
milesight-02,1744502400,-95.0,7.0
tinovi-01,1744502400,-81.0,9.5
tinovi-02,1744502400,-71.0,7.0
tinovi-03,1744502400,-85.5,8.1
tinovi-05,1744502400,-78.0,9.9
tinovi-06,1744502400,-83.0,9.5
milesight-01,1744503300,-79.0,8.9
milesight-02,1744503300,-89.0,9.9
tinovi-01,1744503300,-80.5,8.8
tinovi-02,1744503300,-68.5,8.9
tinovi-03,1744503300,-84.0,9.3
tinovi-05,1744503300,-79.0,9.8
milesight-01,1744504200,-79.0,10.0
milesight-02,1744504200,-86.0,9.3
tinovi-01,1744504200,-81.0,9.5
tinovi-02,1744504200,-71.0,7.0
tinovi-03,1744504200,-86.0,8.8
tinovi-05,1744504200,-76.0,8.8
tinovi-06,1744504200,-81.0,9.5
milesight-01,1744505100,-79.0,9.6
milesight-02,1744505100,-88.0,10.0
tinovi-01,1744505100,-80.5,9.3
tinovi-02,1744505100,-70.0,8.6
tinovi-03,1744505100,-85.0,8.5
tinovi-05,1744505100,-77.5,8.8
tinovi-06,1744505100,-81.0,8.1
milesight-01,1744506000,-79.0,9.5
milesight-02,1744506000,-87.0,8.0
tinovi-01,1744506000,-78.0,6.8
tinovi-02,1744506000,-71.0,8.8
tinovi-03,1744506000,-88.0,9.8
tinovi-05,1744506000,-78.0,9.5
tinovi-06,1744506000,-81.0,9.5
milesight-01,1744506900,-83.0,9.6
milesight-02,1744506900,-89.0,8.0
tinovi-01,1744506900,-81.0,9.9
tinovi-02,1744506900,-71.0,9.0
tinovi-03,1744506900,-89.0,7.3
tinovi-05,1744506900,-77.5,9.3
tinovi-06,1744506900,-82.0,9.0
milesight-01,1744507800,-79.0,7.5
milesight-02,1744507800,-86.0,8.8
tinovi-01,1744507800,-80.0,8.0
tinovi-02,1744507800,-73.0,9.8
tinovi-03,1744507800,-84.0,9.1
tinovi-05,1744507800,-77.0,9.8
tinovi-06,1744507800,-84.0,10.3
milesight-01,1744508700,-78.0,9.6
milesight-02,1744508700,-83.0,9.9
tinovi-01,1744508700,-82.0,9.8
tinovi-02,1744508700,-68.5,8.1
tinovi-03,1744508700,-84.0,7.8
tinovi-05,1744508700,-79.0,10.0
tinovi-06,1744508700,-82.5,8.6
milesight-01,1744509600,-77.0,7.5
milesight-02,1744509600,-85.0,11.0
tinovi-01,1744509600,-83.0,10.5
tinovi-02,1744509600,-71.0,9.5
tinovi-03,1744509600,-84.0,8.6
tinovi-05,1744509600,-77.0,8.8
tinovi-06,1744509600,-79.0,8.5
milesight-01,1744510500,-81.5,10.3
milesight-02,1744510500,-92.0,4.4
tinovi-01,1744510500,-80.0,8.8
tinovi-02,1744510500,-68.0,9.3
tinovi-03,1744510500,-89.0,10.0
tinovi-05,1744510500,-79.5,9.8
tinovi-06,1744510500,-80.5,7.8
milesight-01,1744511400,-76.0,9.8
milesight-02,1744511400,-82.0,9.3
tinovi-01,1744511400,-81.0,9.0
tinovi-02,1744511400,-71.5,9.5
tinovi-03,1744511400,-86.5,8.3
tinovi-05,1744511400,-75.0,7.8
tinovi-06,1744511400,-83.0,8.8
milesight-01,1744512300,-78.5,9.4
milesight-02,1744512300,-89.0,8.6
tinovi-01,1744512300,-81.0,9.1
tinovi-02,1744512300,-73.0,7.5
tinovi-03,1744512300,-85.0,9.5
tinovi-05,1744512300,-78.0,9.8
tinovi-06,1744512300,-83.5,9.8
milesight-01,1744513200,-77.0,7.5
milesight-02,1744513200,-92.0,9.5
tinovi-01,1744513200,-81.0,9.8
tinovi-02,1744513200,-71.0,9.6
tinovi-03,1744513200,-85.0,8.4
tinovi-05,1744513200,-79.0,10.0
tinovi-06,1744513200,-83.0,7.8
milesight-01,1744514100,-80.5,9.4
milesight-02,1744514100,-87.5,6.9
tinovi-01,1744514100,-81.0,9.1
tinovi-02,1744514100,-71.0,7.5
tinovi-03,1744514100,-85.0,9.3
tinovi-05,1744514100,-76.5,8.4
tinovi-06,1744514100,-80.5,8.9
milesight-01,1744515000,-77.0,10.0
milesight-02,1744515000,-87.0,10.5
tinovi-01,1744515000,-81.0,10.0
tinovi-02,1744515000,-72.0,10.3
tinovi-03,1744515000,-88.0,9.1
tinovi-05,1744515000,-78.0,9.3
tinovi-06,1744515000,-80.0,7.3
milesight-01,1744515900,-77.5,8.8
milesight-02,1744515900,-86.5,9.3
tinovi-01,1744515900,-80.5,7.0
tinovi-02,1744515900,-73.0,10.3
tinovi-03,1744515900,-89.0,9.8
tinovi-05,1744515900,-78.0,9.4
tinovi-06,1744515900,-81.0,8.9
milesight-01,1744516800,-79.0,7.3
milesight-02,1744516800,-84.0,9.5
tinovi-01,1744516800,-83.0,10.3
tinovi-02,1744516800,-71.0,8.3
tinovi-03,1744516800,-87.0,8.3
tinovi-05,1744516800,-76.0,9.3
tinovi-06,1744516800,-83.0,8.3
milesight-01,1744517700,-81.5,8.6
milesight-02,1744517700,-85.0,7.6
tinovi-01,1744517700,-80.5,8.4
tinovi-02,1744517700,-69.0,9.3
tinovi-03,1744517700,-85.0,9.8
tinovi-05,1744517700,-78.0,9.4
tinovi-06,1744517700,-82.5,7.8
milesight-01,1744518600,-79.0,10.0
milesight-02,1744518600,-79.0,9.8
tinovi-01,1744518600,-83.0,9.8
tinovi-02,1744518600,-69.5,8.1
tinovi-03,1744518600,-84.5,8.6
tinovi-05,1744518600,-78.0,10.3
tinovi-06,1744518600,-80.0,8.0
milesight-01,1744519500,-80.0,8.5
milesight-02,1744519500,-89.5,9.3
tinovi-01,1744519500,-78.5,10.0
tinovi-02,1744519500,-69.0,8.3
tinovi-03,1744519500,-86.0,8.5
tinovi-05,1744519500,-79.0,8.0
tinovi-06,1744519500,-82.0,8.6
milesight-01,1744520400,-81.0,7.3
milesight-02,1744520400,-90.0,9.3
tinovi-01,1744520400,-77.0,8.3
tinovi-02,1744520400,-73.5,9.4
tinovi-03,1744520400,-90.0,8.5
tinovi-05,1744520400,-80.0,9.3
tinovi-06,1744520400,-80.0,9.3
milesight-01,1744521300,-81.0,7.4
milesight-02,1744521300,-94.5,7.3
tinovi-01,1744521300,-78.5,10.1
tinovi-02,1744521300,-74.0,9.5
tinovi-03,1744521300,-91.5,7.4
tinovi-05,1744521300,-80.0,8.6
tinovi-06,1744521300,-81.5,9.4
milesight-01,1744524900,-80.0,6.8
milesight-02,1744524900,-78.0,9.0
tinovi-01,1744524900,-81.0,8.3
tinovi-02,1744524900,-75.0,9.0
tinovi-03,1744524900,-91.0,8.5
tinovi-05,1744524900,-80.0,9.8
tinovi-06,1744524900,-80.0,9.5
milesight-01,1744525800,-83.0,8.8
milesight-02,1744525800,-73.0,7.3
tinovi-01,1744525800,-83.0,9.5
tinovi-02,1744525800,-73.5,8.0
tinovi-03,1744525800,-91.0,8.8
tinovi-05,1744525800,-81.0,7.3
tinovi-06,1744525800,-81.0,9.5
milesight-01,1744526700,-79.5,9.1
milesight-02,1744526700,-76.5,9.0
tinovi-01,1744526700,-81.0,9.0
tinovi-02,1744526700,-74.0,6.8
tinovi-03,1744526700,-92.0,7.8
tinovi-05,1744526700,-81.5,9.9
tinovi-06,1744526700,-81.5,8.9
milesight-01,1744527600,-77.0,8.0
milesight-02,1744527600,-80.0,7.5
tinovi-01,1744527600,-80.0,9.3
tinovi-02,1744527600,-75.5,9.5
tinovi-03,1744527600,-95.0,9.5
tinovi-05,1744527600,-81.0,10.3
tinovi-06,1744527600,-80.0,7.5
milesight-01,1744528500,-81.0,8.4
milesight-02,1744528500,-86.0,8.5
tinovi-01,1744528500,-81.0,9.3
tinovi-02,1744528500,-72.0,7.5
tinovi-03,1744528500,-93.5,8.6
tinovi-05,1744528500,-79.5,8.9
tinovi-06,1744528500,-82.0,8.9
milesight-01,1744529400,-81.0,10.0
milesight-02,1744529400,-79.0,10.5
tinovi-01,1744529400,-82.0,8.8
tinovi-02,1744529400,-73.0,8.4
tinovi-03,1744529400,-91.0,10.0
tinovi-05,1744529400,-80.0,9.8
tinovi-06,1744529400,-80.0,9.0
milesight-01,1744530300,-79.5,9.4
milesight-02,1744530300,-77.5,9.8
tinovi-01,1744530300,-83.0,10.3
tinovi-02,1744530300,-73.0,8.5
tinovi-03,1744530300,-90.5,7.8
tinovi-05,1744530300,-82.0,8.8
tinovi-06,1744530300,-80.5,8.3
milesight-01,1744531200,-79.0,7.5
milesight-02,1744531200,-86.0,9.5
tinovi-01,1744531200,-80.5,8.3
tinovi-02,1744531200,-77.0,10.0
tinovi-03,1744531200,-95.0,9.0
tinovi-05,1744531200,-81.0,10.0
tinovi-06,1744531200,-81.0,9.0
milesight-01,1744532100,-78.0,9.6
milesight-02,1744532100,-77.5,10.3
tinovi-01,1744532100,-85.0,9.8
tinovi-02,1744532100,-73.0,9.3
tinovi-03,1744532100,-96.5,7.4
tinovi-05,1744532100,-83.0,8.0
tinovi-06,1744532100,-83.0,9.3
milesight-01,1744533000,-75.0,9.5
milesight-02,1744533000,-73.0,8.5
tinovi-01,1744533000,-84.5,8.1
tinovi-02,1744533000,-74.0,8.3
tinovi-03,1744533000,-94.0,7.3
tinovi-05,1744533000,-80.0,9.1
tinovi-06,1744533000,-87.0,9.8
milesight-01,1744533900,-77.0,8.9
milesight-02,1744533900,-79.0,9.3
tinovi-01,1744533900,-84.0,9.0
tinovi-02,1744533900,-74.0,9.3
tinovi-03,1744533900,-94.0,9.9
tinovi-05,1744533900,-81.0,9.3
tinovi-06,1744533900,-87.0,7.5
milesight-01,1744534800,-75.0,7.3
milesight-02,1744534800,-77.0,9.8
tinovi-01,1744534800,-85.5,9.3
tinovi-02,1744534800,-74.0,8.5
tinovi-03,1744534800,-91.0,7.0
tinovi-05,1744534800,-79.5,8.5
tinovi-06,1744534800,-81.5,9.0
milesight-01,1744535700,-77.0,10.0
milesight-02,1744535700,-73.5,8.9
tinovi-01,1744535700,-83.0,9.5
tinovi-02,1744535700,-73.0,9.0
tinovi-03,1744535700,-94.0,8.6
tinovi-05,1744535700,-81.0,9.5
milesight-01,1744536600,-76.0,9.5
milesight-02,1744536600,-73.0,7.8
tinovi-01,1744536600,-82.0,8.8
tinovi-02,1744536600,-75.0,9.8
tinovi-03,1744536600,-98.0,9.0
tinovi-05,1744536600,-79.5,9.1
tinovi-06,1744536600,-79.5,8.8
milesight-01,1744537500,-78.5,9.6
milesight-02,1744537500,-80.0,9.6
tinovi-01,1744537500,-83.0,10.5
tinovi-02,1744537500,-74.0,7.3
tinovi-03,1744537500,-97.0,7.4
tinovi-05,1744537500,-80.0,10.5
tinovi-06,1744537500,-81.0,9.0
milesight-01,1744538400,-78.0,8.0
milesight-02,1744538400,-81.0,7.3
tinovi-01,1744538400,-83.0,8.8
tinovi-02,1744538400,-74.0,9.0
tinovi-03,1744538400,-92.0,9.3
tinovi-05,1744538400,-81.0,10.3
tinovi-06,1744538400,-82.5,8.3
milesight-01,1744539300,-78.5,9.5
milesight-02,1744539300,-76.0,8.5
tinovi-01,1744539300,-83.0,9.5
tinovi-02,1744539300,-73.0,8.9
tinovi-03,1744539300,-89.0,8.4
tinovi-05,1744539300,-79.0,9.0
tinovi-06,1744539300,-81.0,9.8
milesight-01,1744540200,-77.0,9.3
milesight-02,1744540200,-74.0,9.8
tinovi-01,1744540200,-82.0,9.5
tinovi-02,1744540200,-69.0,9.5
tinovi-03,1744540200,-91.0,10.0
tinovi-05,1744540200,-79.0,9.3
tinovi-06,1744540200,-81.0,8.1
milesight-01,1744541100,-80.0,8.6
milesight-02,1744541100,-75.0,9.8
tinovi-01,1744541100,-80.0,8.5
tinovi-02,1744541100,-74.0,9.5
tinovi-03,1744541100,-91.5,9.6
tinovi-05,1744541100,-79.0,10.0
tinovi-06,1744541100,-80.0,9.8
milesight-01,1744542000,-83.0,9.5
milesight-02,1744542000,-79.0,8.8
tinovi-01,1744542000,-83.5,9.3
tinovi-02,1744542000,-73.0,9.8
tinovi-03,1744542000,-92.0,9.3
tinovi-05,1744542000,-79.0,9.0
tinovi-06,1744542000,-83.0,9.1
milesight-01,1744542900,-80.0,9.6
milesight-02,1744542900,-78.0,8.6
tinovi-01,1744542900,-83.0,7.3
tinovi-02,1744542900,-71.5,8.3
tinovi-03,1744542900,-90.0,7.9
tinovi-05,1744542900,-78.0,9.3
tinovi-06,1744542900,-84.0,9.5
milesight-01,1744543800,-78.0,7.3
milesight-02,1744543800,-75.0,9.3
tinovi-01,1744543800,-83.0,10.0
tinovi-02,1744543800,-71.0,9.0
tinovi-03,1744543800,-85.0,9.3
tinovi-05,1744543800,-79.0,8.9
tinovi-06,1744543800,-82.5,7.9
milesight-01,1744544700,-78.5,8.6
milesight-02,1744544700,-76.5,9.5
tinovi-01,1744544700,-83.0,9.3
tinovi-02,1744544700,-68.0,8.3
tinovi-03,1744544700,-86.5,8.4
tinovi-05,1744544700,-78.0,8.5
tinovi-06,1744544700,-81.0,10.3
milesight-01,1744545600,-79.0,9.5
milesight-02,1744545600,-83.0,9.3
tinovi-01,1744545600,-82.0,8.9
tinovi-02,1744545600,-73.0,9.5
tinovi-03,1744545600,-87.0,9.3
tinovi-05,1744545600,-79.5,9.8
tinovi-06,1744545600,-80.5,8.3
milesight-01,1744546500,-79.0,9.8
milesight-02,1744546500,-83.5,9.4
tinovi-01,1744546500,-83.0,9.3
tinovi-02,1744546500,-72.0,9.0
tinovi-03,1744546500,-90.5,9.4
tinovi-05,1744546500,-79.0,7.5
tinovi-06,1744546500,-83.0,9.0
milesight-01,1744547400,-75.0,9.3
milesight-02,1744547400,-74.0,9.5
tinovi-01,1744547400,-84.0,9.1
tinovi-02,1744547400,-73.0,7.0
tinovi-03,1744547400,-93.0,6.8
tinovi-05,1744547400,-79.0,8.9
tinovi-06,1744547400,-83.0,9.3
milesight-01,1744548300,-78.5,8.6
milesight-02,1744548300,-77.0,9.9
tinovi-01,1744548300,-85.0,9.8
tinovi-02,1744548300,-73.0,10.0
tinovi-03,1744548300,-89.0,9.5
tinovi-05,1744548300,-80.0,9.3
tinovi-06,1744548300,-82.0,7.3
milesight-02,1744549200,-79.0,8.8
tinovi-01,1744549200,-85.0,10.0
tinovi-02,1744549200,-71.0,7.5
tinovi-03,1744549200,-88.0,8.3
tinovi-05,1744549200,-78.0,7.8
tinovi-06,1744549200,-80.5,8.8
milesight-01,1744550100,-79.0,9.8
milesight-02,1744550100,-89.0,9.8
tinovi-01,1744550100,-83.0,9.8
tinovi-02,1744550100,-73.0,9.8
tinovi-03,1744550100,-85.0,9.5
tinovi-05,1744550100,-80.0,10.5
tinovi-06,1744550100,-81.0,7.3
milesight-01,1744551000,-76.0,9.3
milesight-02,1744551000,-87.0,9.0
tinovi-01,1744551000,-82.5,9.0
tinovi-02,1744551000,-74.0,9.5
tinovi-03,1744551000,-90.0,9.4
tinovi-05,1744551000,-79.0,8.3
tinovi-06,1744551000,-80.5,9.0
milesight-01,1744551900,-78.5,9.6
milesight-02,1744551900,-75.0,8.9
tinovi-01,1744551900,-83.0,9.3
tinovi-02,1744551900,-72.0,9.3
tinovi-03,1744551900,-91.0,9.8
tinovi-05,1744551900,-80.0,9.5
tinovi-06,1744551900,-83.0,9.3
milesight-01,1744552800,-79.0,7.5
milesight-02,1744552800,-75.0,9.3
tinovi-01,1744552800,-80.5,8.4
tinovi-02,1744552800,-71.0,9.5
tinovi-03,1744552800,-89.0,8.8
tinovi-05,1744552800,-79.0,9.6
tinovi-06,1744552800,-83.5,8.8
milesight-01,1744553700,-78.0,8.8
milesight-02,1744553700,-76.0,8.3
tinovi-01,1744553700,-83.0,10.3
tinovi-02,1744553700,-69.0,8.1
tinovi-03,1744553700,-86.0,9.3
tinovi-05,1744553700,-79.0,10.0
tinovi-06,1744553700,-80.0,7.8
milesight-01,1744554600,-75.0,9.0
milesight-02,1744554600,-81.0,9.3
tinovi-01,1744554600,-81.0,9.3
tinovi-02,1744554600,-73.0,9.8
tinovi-03,1744554600,-86.5,8.1
tinovi-05,1744554600,-79.5,9.0
tinovi-06,1744554600,-80.0,8.3
milesight-01,1744555500,-79.5,9.6
milesight-02,1744555500,-79.5,9.4
tinovi-01,1744555500,-80.0,7.5
tinovi-02,1744555500,-72.5,9.1
tinovi-03,1744555500,-86.0,8.8
tinovi-05,1744555500,-79.0,9.3
tinovi-06,1744555500,-81.0,9.8
milesight-01,1744556400,-78.0,9.5
milesight-02,1744556400,-78.0,10.0
tinovi-01,1744556400,-82.5,9.6
tinovi-02,1744556400,-71.0,10.0
tinovi-03,1744556400,-87.5,8.9
tinovi-05,1744556400,-76.0,7.9
tinovi-06,1744556400,-83.0,9.4
milesight-01,1744557300,-77.5,8.5
milesight-02,1744557300,-80.5,8.9
tinovi-01,1744557300,-81.0,8.3
tinovi-02,1744557300,-69.0,8.1
tinovi-03,1744557300,-89.0,7.3
tinovi-05,1744557300,-80.0,9.5
tinovi-06,1744557300,-81.0,8.8
milesight-01,1744558200,-77.0,9.3
milesight-02,1744558200,-85.0,9.8
tinovi-01,1744558200,-85.5,9.9
tinovi-02,1744558200,-69.0,9.5
tinovi-03,1744558200,-85.5,9.5
tinovi-05,1744558200,-78.5,10.0
tinovi-06,1744558200,-81.0,8.3
milesight-01,1744559100,-79.5,9.6
milesight-02,1744559100,-80.0,9.8
tinovi-01,1744559100,-83.0,10.5
tinovi-02,1744559100,-70.0,8.5
tinovi-03,1744559100,-87.0,7.5
tinovi-05,1744559100,-77.0,7.5
tinovi-06,1744559100,-81.0,10.3
milesight-01,1744560000,-80.0,7.8
milesight-02,1744560000,-79.0,9.3
tinovi-01,1744560000,-81.0,8.3
tinovi-02,1744560000,-71.0,9.5
tinovi-03,1744560000,-86.5,9.1
tinovi-05,1744560000,-80.0,9.6
tinovi-06,1744560000,-79.0,7.8
milesight-01,1744560900,-79.0,8.8
milesight-02,1744560900,-89.0,9.8
tinovi-01,1744560900,-83.0,9.5
tinovi-02,1744560900,-72.5,9.0
tinovi-03,1744560900,-91.0,9.8
tinovi-05,1744560900,-79.0,7.0
tinovi-06,1744560900,-81.0,9.3
milesight-01,1744561800,-78.0,9.8
milesight-02,1744561800,-92.0,9.3
tinovi-01,1744561800,-84.0,8.9
tinovi-02,1744561800,-74.0,7.3
tinovi-03,1744561800,-90.0,8.6
tinovi-05,1744561800,-78.5,9.6
tinovi-06,1744561800,-82.0,9.1
milesight-01,1744562700,-78.0,9.5
milesight-02,1744562700,-80.5,10.1
tinovi-01,1744562700,-81.0,8.5
tinovi-02,1744562700,-73.5,9.3
tinovi-03,1744562700,-87.0,9.0
tinovi-05,1744562700,-78.0,9.5
tinovi-06,1744562700,-82.0,6.5
milesight-01,1744563600,-80.0,10.0
milesight-02,1744563600,-83.0,9.5
tinovi-01,1744563600,-85.5,9.9
tinovi-02,1744563600,-71.0,7.3
tinovi-03,1744563600,-87.0,8.5
tinovi-05,1744563600,-79.0,9.0
tinovi-06,1744563600,-80.5,9.8
milesight-01,1744564500,-80.5,9.1
milesight-02,1744564500,-90.5,7.3
tinovi-01,1744564500,-81.0,9.5
tinovi-02,1744564500,-73.0,9.5
tinovi-03,1744564500,-85.0,8.0
tinovi-05,1744564500,-80.0,9.5
tinovi-06,1744564500,-80.0,6.8
milesight-01,1744565400,-78.0,10.3
milesight-02,1744565400,-92.0,5.8
tinovi-01,1744565400,-81.0,8.6
tinovi-02,1744565400,-73.0,9.3
tinovi-03,1744565400,-88.0,9.6
tinovi-05,1744565400,-76.5,8.3
tinovi-06,1744565400,-82.0,9.1
milesight-01,1744566300,-77.0,8.6
milesight-02,1744566300,-83.0,10.4
tinovi-01,1744566300,-83.0,10.0
tinovi-02,1744566300,-73.5,8.8
tinovi-03,1744566300,-88.0,8.8
tinovi-05,1744566300,-78.0,10.5
tinovi-06,1744566300,-83.0,9.5
milesight-01,1744567200,-78.0,7.8
milesight-02,1744567200,-85.0,10.3
tinovi-01,1744567200,-81.5,8.5
tinovi-02,1744567200,-72.0,9.0
tinovi-03,1744567200,-88.5,8.1
tinovi-05,1744567200,-78.5,9.4
tinovi-06,1744567200,-83.0,8.0
milesight-01,1744568100,-79.5,9.3
milesight-02,1744568100,-87.0,9.1
tinovi-01,1744568100,-83.0,9.0
tinovi-02,1744568100,-70.0,8.3
tinovi-03,1744568100,-84.0,9.0
tinovi-05,1744568100,-78.0,9.0
tinovi-06,1744568100,-81.0,10.3
milesight-01,1744569000,-75.0,9.3
milesight-02,1744569000,-79.0,7.8
tinovi-01,1744569000,-82.0,9.5
tinovi-02,1744569000,-67.0,9.5
tinovi-03,1744569000,-85.0,8.4
tinovi-05,1744569000,-79.0,9.1
tinovi-06,1744569000,-80.0,8.8
milesight-01,1744569900,-75.0,8.5
milesight-02,1744569900,-81.0,9.6
tinovi-01,1744569900,-79.0,8.0
tinovi-02,1744569900,-74.0,9.4
tinovi-03,1744569900,-87.0,10.3
tinovi-05,1744569900,-79.0,9.3
tinovi-06,1744569900,-80.0,8.5
milesight-01,1744570800,-78.0,8.5
milesight-02,1744570800,-86.0,8.5
tinovi-01,1744570800,-80.5,9.4
tinovi-02,1744570800,-72.0,9.0
tinovi-03,1744570800,-90.0,9.8
tinovi-05,1744570800,-78.0,8.6
tinovi-06,1744570800,-82.0,9.9
milesight-01,1744571700,-80.5,8.3
milesight-02,1744571700,-82.5,9.3
tinovi-01,1744571700,-79.0,8.3
tinovi-02,1744571700,-72.0,7.9
tinovi-03,1744571700,-89.0,7.0
tinovi-05,1744571700,-80.0,10.0
tinovi-06,1744571700,-81.0,9.8
milesight-01,1744572600,-77.0,9.5
milesight-02,1744572600,-101.0,8.0
tinovi-01,1744572600,-83.0,9.0
tinovi-02,1744572600,-73.0,10.5
tinovi-03,1744572600,-88.0,9.0
tinovi-05,1744572600,-79.0,9.8
tinovi-06,1744572600,-82.0,8.6
milesight-01,1744573500,-78.0,8.3
milesight-02,1744573500,-85.5,8.1
tinovi-01,1744573500,-83.0,10.8
tinovi-02,1744573500,-71.0,7.9
tinovi-03,1744573500,-86.0,7.0
tinovi-05,1744573500,-78.0,8.3
tinovi-06,1744573500,-79.0,9.0
milesight-01,1744574400,-75.0,9.3
milesight-02,1744574400,-91.0,9.5
tinovi-01,1744574400,-80.0,10.0
tinovi-02,1744574400,-74.0,9.0
tinovi-03,1744574400,-87.0,9.4
tinovi-05,1744574400,-79.5,9.9
tinovi-06,1744574400,-80.0,8.4
milesight-01,1744575300,-77.0,7.8
milesight-02,1744575300,-83.0,9.6
tinovi-01,1744575300,-80.0,8.1
tinovi-02,1744575300,-73.5,9.1
tinovi-03,1744575300,-89.0,10.3
tinovi-05,1744575300,-78.0,7.5
tinovi-06,1744575300,-81.0,10.0
milesight-01,1744576200,-81.0,9.8
milesight-02,1744576200,-75.0,7.3
tinovi-01,1744576200,-80.0,9.3
tinovi-02,1744576200,-74.0,7.8
tinovi-03,1744576200,-88.0,8.3
tinovi-05,1744576200,-78.0,9.5
tinovi-06,1744576200,-79.5,8.4
milesight-01,1744577100,-76.5,9.9
milesight-02,1744577100,-90.5,7.3
tinovi-01,1744577100,-80.0,8.5
tinovi-02,1744577100,-72.0,9.9
tinovi-03,1744577100,-85.0,9.3
tinovi-05,1744577100,-78.0,9.6
tinovi-06,1744577100,-83.0,7.5
milesight-01,1744578000,-76.0,9.5
milesight-02,1744578000,-83.0,10.0
tinovi-01,1744578000,-83.0,9.3
tinovi-02,1744578000,-69.0,7.3
tinovi-03,1744578000,-86.0,8.1
tinovi-05,1744578000,-78.0,9.5
tinovi-06,1744578000,-81.0,9.8
milesight-01,1744578900,-77.5,7.3
milesight-02,1744578900,-86.5,8.0
tinovi-01,1744578900,-81.5,9.6
tinovi-02,1744578900,-73.0,9.4
tinovi-03,1744578900,-87.0,9.5
tinovi-05,1744578900,-78.0,8.9
tinovi-06,1744578900,-79.0,8.0
milesight-01,1744579800,-78.0,8.8
milesight-02,1744579800,-79.0,7.8
tinovi-01,1744579800,-81.0,8.0
tinovi-02,1744579800,-74.0,8.8
tinovi-03,1744579800,-88.0,9.4
tinovi-05,1744579800,-79.0,9.8
tinovi-06,1744579800,-80.0,9.0
milesight-01,1744580700,-75.0,9.3
