nodeid,rdtimestamp,rssi,snr
tinovi-04,1730287800,-85.0,8.1
tinovi-05,1730287800,-85.0,9.3
tinovi-06,1730287800,-93.0,7.4
milesight-01,1730288700,-81.5,9.4
milesight-02,1730288700,-89.0,9.0
tinovi-01,1730288700,-77.0,9.5
tinovi-02,1730288700,-73.0,8.3
tinovi-03,1730288700,-88.0,10.0
tinovi-04,1730288700,-86.0,9.0
tinovi-05,1730288700,-81.5,8.9
tinovi-06,1730288700,-94.0,7.3
milesight-01,1730289600,-76.0,7.5
milesight-02,1730289600,-82.5,8.1
tinovi-01,1730289600,-77.5,8.5
tinovi-02,1730289600,-69.5,8.3
tinovi-03,1730289600,-89.0,9.8
tinovi-04,1730289600,-86.0,8.1
tinovi-05,1730289600,-80.0,8.5
tinovi-06,1730289600,-95.0,8.9
milesight-01,1730290500,-83.0,8.5
milesight-02,1730290500,-86.0,8.5
tinovi-01,1730290500,-75.0,9.5
tinovi-02,1730290500,-69.0,8.8
tinovi-03,1730290500,-87.0,8.0
tinovi-04,1730290500,-86.0,9.0
tinovi-05,1730290500,-82.0,10.6
tinovi-06,1730290500,-95.0,7.8
milesight-01,1730291400,-83.0,10.5
milesight-02,1730291400,-84.0,7.3
tinovi-01,1730291400,-79.0,9.6
tinovi-02,1730291400,-71.5,9.4
tinovi-03,1730291400,-89.0,9.5
tinovi-04,1730291400,-86.0,9.3
tinovi-05,1730291400,-80.0,8.8
tinovi-06,1730291400,-96.0,7.9
milesight-01,1730292300,-80.5,9.5
milesight-02,1730292300,-83.0,9.0
tinovi-01,1730292300,-76.0,9.0
tinovi-02,1730292300,-70.0,8.5
tinovi-03,1730292300,-87.0,8.0
tinovi-04,1730292300,-85.0,7.0
tinovi-05,1730292300,-83.5,8.6
tinovi-06,1730292300,-95.0,8.5
milesight-01,1730293200,-78.0,9.3
milesight-02,1730293200,-90.0,9.6
tinovi-01,1730293200,-76.0,8.5
tinovi-02,1730293200,-71.5,8.6
tinovi-03,1730293200,-86.0,9.8
tinovi-04,1730293200,-86.5,9.6
tinovi-05,1730293200,-86.0,10.0
tinovi-06,1730293200,-95.0,6.5
milesight-01,1730294100,-79.0,9.8
milesight-02,1730294100,-98.0,8.0
tinovi-01,1730294100,-74.0,9.8
tinovi-02,1730294100,-69.0,9.5
tinovi-03,1730294100,-85.0,9.0
tinovi-04,1730294100,-86.0,6.5
tinovi-05,1730294100,-83.0,9.1
tinovi-06,1730294100,-94.5,8.5
milesight-01,1730295000,-81.0,7.5
milesight-02,1730295000,-95.0,7.4
tinovi-01,1730295000,-76.0,8.3
tinovi-02,1730295000,-71.0,9.0
tinovi-03,1730295000,-85.5,9.3
tinovi-04,1730295000,-85.0,9.0
tinovi-05,1730295000,-83.0,10.3
tinovi-06,1730295000,-94.0,8.0
milesight-01,1730295900,-78.5,10.0
milesight-02,1730295900,-85.0,7.5
tinovi-01,1730295900,-78.0,10.0
tinovi-02,1730295900,-71.0,9.0
tinovi-03,1730295900,-87.0,7.8
tinovi-04,1730295900,-87.0,9.8
tinovi-05,1730295900,-83.0,10.6
tinovi-06,1730295900,-94.0,7.8
milesight-01,1730296800,-78.0,10.0
milesight-02,1730296800,-86.5,9.0
tinovi-01,1730296800,-80.0,10.1
tinovi-02,1730296800,-74.0,9.9
tinovi-03,1730296800,-86.0,8.5
tinovi-04,1730296800,-84.0,8.3
tinovi-05,1730296800,-81.0,8.0
tinovi-06,1730296800,-91.0,8.0
milesight-01,1730297700,-78.0,9.0
milesight-02,1730297700,-89.0,9.3
tinovi-01,1730297700,-75.0,8.0
tinovi-02,1730297700,-71.0,8.5
tinovi-03,1730297700,-86.0,7.5
tinovi-04,1730297700,-87.0,9.5
tinovi-05,1730297700,-85.5,9.8
tinovi-06,1730297700,-92.0,7.6
milesight-01,1730298600,-80.0,7.8
milesight-02,1730298600,-85.0,9.9
tinovi-01,1730298600,-75.5,9.5
tinovi-02,1730298600,-72.0,10.1
tinovi-03,1730298600,-86.5,9.8
tinovi-04,1730298600,-85.5,8.1
tinovi-05,1730298600,-81.0,7.8
milesight-01,1730299500,-79.0,8.6
milesight-02,1730299500,-83.0,9.5
tinovi-01,1730299500,-77.0,7.8
tinovi-02,1730299500,-69.0,7.8
tinovi-03,1730299500,-85.0,9.0
tinovi-04,1730299500,-86.0,9.3
tinovi-05,1730299500,-83.0,9.5
tinovi-06,1730299500,-95.0,9.3
milesight-01,1730300400,-78.0,8.3
milesight-02,1730300400,-84.0,9.9
tinovi-01,1730300400,-77.5,9.6
tinovi-02,1730300400,-70.5,9.6
tinovi-03,1730300400,-85.5,8.5
tinovi-04,1730300400,-86.0,8.5
tinovi-05,1730300400,-83.0,9.5
tinovi-06,1730300400,-95.0,9.0
milesight-01,1730301300,-78.5,9.9
milesight-02,1730301300,-81.0,8.8
tinovi-01,1730301300,-80.0,9.0
tinovi-02,1730301300,-73.0,9.3
tinovi-03,1730301300,-89.0,9.8
tinovi-04,1730301300,-86.0,9.0
tinovi-05,1730301300,-82.0,8.6
tinovi-06,1730301300,-94.0,7.5
milesight-01,1730302200,-81.0,10.3
milesight-02,1730302200,-86.0,9.5
tinovi-01,1730302200,-78.5,8.5
tinovi-02,1730302200,-70.5,8.8
tinovi-03,1730302200,-85.0,7.9
tinovi-04,1730302200,-86.5,8.1
tinovi-05,1730302200,-83.0,9.3
milesight-01,1730303100,-80.5,8.3
milesight-02,1730303100,-85.0,10.3
tinovi-01,1730303100,-74.0,9.0
tinovi-02,1730303100,-73.0,10.3
tinovi-03,1730303100,-84.0,9.3
tinovi-04,1730303100,-86.0,8.8
tinovi-05,1730303100,-84.0,8.5
tinovi-06,1730303100,-92.5,7.1
milesight-01,1730304000,-80.0,11.0
milesight-02,1730304000,-84.5,9.5
tinovi-01,1730304000,-74.0,8.6
tinovi-02,1730304000,-71.0,9.0
tinovi-03,1730304000,-86.5,10.0
tinovi-04,1730304000,-86.5,8.1
tinovi-05,1730304000,-83.0,10.0
tinovi-06,1730304000,-92.0,9.3
milesight-01,1730304900,-79.5,8.6
milesight-02,1730304900,-89.0,9.3
tinovi-01,1730304900,-77.0,10.3
tinovi-02,1730304900,-71.0,10.3
tinovi-03,1730304900,-86.0,9.3
tinovi-04,1730304900,-87.0,10.0
tinovi-05,1730304900,-84.0,10.0
tinovi-06,1730304900,-96.5,8.6
milesight-01,1730305800,-80.0,10.0
milesight-02,1730305800,-92.0,9.8
tinovi-01,1730305800,-76.0,9.1
tinovi-02,1730305800,-71.5,9.8
tinovi-03,1730305800,-86.5,7.6
tinovi-04,1730305800,-86.0,9.1
tinovi-05,1730305800,-81.0,9.5
tinovi-06,1730305800,-96.0,6.3
milesight-01,1730306700,-81.5,8.6
tinovi-01,1730306700,-77.0,10.0
tinovi-02,1730306700,-69.0,9.3
tinovi-03,1730306700,-86.0,9.5
tinovi-04,1730306700,-86.0,6.5
tinovi-05,1730306700,-84.0,8.5
tinovi-06,1730306700,-93.0,8.3
milesight-01,1730307600,-78.0,9.5
milesight-02,1730307600,-87.0,9.5
tinovi-01,1730307600,-74.5,8.5
tinovi-02,1730307600,-70.0,8.5
tinovi-03,1730307600,-85.5,8.0
tinovi-04,1730307600,-86.0,8.6
tinovi-05,1730307600,-83.0,9.3
tinovi-06,1730307600,-93.0,6.3
milesight-01,1730308500,-78.5,9.3
milesight-02,1730308500,-89.0,9.5
tinovi-01,1730308500,-74.0,9.8
tinovi-02,1730308500,-71.0,9.5
tinovi-03,1730308500,-86.0,8.8
tinovi-04,1730308500,-85.0,7.3
tinovi-05,1730308500,-82.0,8.8
tinovi-06,1730308500,-93.5,8.6
milesight-01,1730309400,-81.0,10.0
milesight-02,1730309400,-87.0,8.5
tinovi-01,1730309400,-74.5,8.6
tinovi-02,1730309400,-68.5,8.0
tinovi-03,1730309400,-86.5,9.8
tinovi-04,1730309400,-86.0,9.0
tinovi-05,1730309400,-83.0,9.5
tinovi-06,1730309400,-93.0,6.8
milesight-01,1730310300,-81.0,9.8
milesight-02,1730310300,-87.0,7.3
tinovi-01,1730310300,-77.0,10.3
tinovi-02,1730310300,-73.0,9.0
tinovi-03,1730310300,-84.0,7.3
tinovi-04,1730310300,-86.5,8.9
tinovi-05,1730310300,-81.0,9.8
tinovi-06,1730310300,-94.0,7.3
milesight-01,1730311200,-78.0,10.3
milesight-02,1730311200,-86.0,8.9
tinovi-01,1730311200,-77.0,9.5
tinovi-02,1730311200,-70.5,9.0
tinovi-03,1730311200,-87.5,9.6
tinovi-04,1730311200,-86.0,9.3
tinovi-05,1730311200,-81.0,7.5
tinovi-06,1730311200,-96.0,8.0
milesight-01,1730312100,-79.5,8.9
milesight-02,1730312100,-85.0,7.0
tinovi-01,1730312100,-74.5,8.9
tinovi-02,1730312100,-69.0,7.3
tinovi-03,1730312100,-85.0,6.8
tinovi-04,1730312100,-85.5,7.6
tinovi-05,1730312100,-85.5,10.1
tinovi-06,1730312100,-95.0,7.1
milesight-01,1730313000,-81.0,7.5
milesight-02,1730313000,-85.5,9.5
tinovi-01,1730313000,-75.0,10.0
tinovi-02,1730313000,-71.0,9.5
tinovi-03,1730313000,-86.0,8.8
tinovi-04,1730313000,-86.0,9.3
tinovi-05,1730313000,-81.0,7.8
tinovi-06,1730313000,-95.0,8.8
milesight-01,1730313900,-78.5,7.3
milesight-02,1730313900,-81.0,7.3
tinovi-01,1730313900,-73.0,8.1
tinovi-02,1730313900,-71.0,8.4
tinovi-03,1730313900,-87.0,9.8
tinovi-04,1730313900,-85.5,8.0
tinovi-05,1730313900,-84.0,10.1
tinovi-06,1730313900,-94.0,7.6
milesight-01,1730314800,-79.0,8.5
milesight-02,1730314800,-84.5,8.5
tinovi-01,1730314800,-73.0,8.8
tinovi-02,1730314800,-69.0,8.8
tinovi-03,1730314800,-85.0,8.1
tinovi-04,1730314800,-87.0,9.5
tinovi-05,1730314800,-85.0,10.0
tinovi-06,1730314800,-93.0,8.0
milesight-01,1730315700,-78.0,9.9
milesight-02,1730315700,-86.0,10.0
tinovi-01,1730315700,-77.0,10.0
tinovi-02,1730315700,-70.0,9.1
tinovi-03,1730315700,-87.0,8.5
tinovi-04,1730315700,-85.0,8.9
tinovi-05,1730315700,-80.0,8.4
tinovi-06,1730315700,-97.0,8.5
milesight-01,1730316600,-80.0,10.3
milesight-02,1730316600,-86.0,9.8
tinovi-01,1730316600,-75.0,10.3
tinovi-02,1730316600,-71.0,9.8
tinovi-03,1730316600,-86.5,8.3
tinovi-04,1730316600,-85.0,6.8
tinovi-05,1730316600,-86.0,9.8
tinovi-06,1730316600,-95.0,7.5
milesight-01,1730317500,-79.0,7.8
milesight-02,1730317500,-85.0,10.5
tinovi-01,1730317500,-74.5,8.1
tinovi-02,1730317500,-71.0,7.6
tinovi-03,1730317500,-84.0,9.0
tinovi-04,1730317500,-86.5,9.1
tinovi-05,1730317500,-84.0,8.6
tinovi-06,1730317500,-96.5,7.3
milesight-01,1730318400,-81.0,10.8
milesight-02,1730318400,-82.5,9.3
tinovi-01,1730318400,-77.0,9.8
tinovi-02,1730318400,-73.0,9.8
tinovi-03,1730318400,-86.0,8.8
tinovi-04,1730318400,-86.0,7.3
tinovi-05,1730318400,-83.0,10.5
tinovi-06,1730318400,-91.0,7.5
milesight-01,1730319300,-79.5,9.3
milesight-02,1730319300,-81.0,7.3
tinovi-01,1730319300,-76.0,8.5
tinovi-02,1730319300,-71.0,8.4
tinovi-03,1730319300,-86.0,9.5
tinovi-04,1730319300,-85.5,8.9
tinovi-05,1730319300,-83.0,9.3
tinovi-06,1730319300,-96.0,5.4
milesight-01,1730320200,-80.0,10.3
milesight-02,1730320200,-87.5,9.0
tinovi-01,1730320200,-77.0,10.0
tinovi-02,1730320200,-73.0,9.8
tinovi-03,1730320200,-88.0,8.5
tinovi-04,1730320200,-87.0,10.0
tinovi-05,1730320200,-83.0,10.0
tinovi-06,1730320200,-96.0,7.5
milesight-01,1730321100,-80.5,8.8
milesight-02,1730321100,-81.0,7.5
tinovi-01,1730321100,-75.5,9.4
tinovi-02,1730321100,-72.5,9.6
tinovi-03,1730321100,-87.0,10.3
tinovi-04,1730321100,-85.0,8.6
tinovi-05,1730321100,-83.0,7.3
tinovi-06,1730321100,-96.0,7.5
milesight-01,1730322000,-79.0,8.8
milesight-02,1730322000,-83.0,9.1
tinovi-01,1730322000,-72.0,7.8
tinovi-02,1730322000,-72.0,8.3
tinovi-03,1730322000,-86.5,8.1
tinovi-04,1730322000,-89.0,9.5
tinovi-05,1730322000,-84.5,10.1
tinovi-06,1730322000,-97.0,6.0
milesight-01,1730322900,-78.5,8.8
milesight-02,1730322900,-85.0,9.8
tinovi-01,1730322900,-74.0,9.6
tinovi-02,1730322900,-71.5,9.3
tinovi-03,1730322900,-89.0,8.5
tinovi-04,1730322900,-86.5,7.9
tinovi-05,1730322900,-83.0,7.8
tinovi-06,1730322900,-95.5,8.9
milesight-01,1730323800,-79.0,9.3
milesight-02,1730323800,-83.5,10.1
tinovi-01,1730323800,-73.0,7.8
tinovi-02,1730323800,-71.0,7.3
tinovi-03,1730323800,-86.5,9.0
tinovi-04,1730323800,-86.0,9.3
tinovi-05,1730323800,-81.0,9.3
tinovi-06,1730323800,-93.0,6.5
milesight-01,1730324700,-80.0,7.6
milesight-02,1730324700,-81.0,8.3
tinovi-01,1730324700,-74.0,9.9
tinovi-02,1730324700,-71.0,9.8
tinovi-03,1730324700,-89.0,7.3
tinovi-04,1730324700,-85.5,8.8
tinovi-05,1730324700,-85.0,10.3
tinovi-06,1730324700,-96.0,8.3
milesight-01,1730325600,-78.0,7.0
milesight-02,1730325600,-81.0,8.8
tinovi-01,1730325600,-77.0,10.8
tinovi-02,1730325600,-72.0,9.3
tinovi-03,1730325600,-87.5,8.8
tinovi-04,1730325600,-84.0,8.0
tinovi-05,1730325600,-81.5,8.8
tinovi-06,1730325600,-98.0,7.8
milesight-01,1730326500,-80.5,9.0
milesight-02,1730326500,-86.0,9.5
tinovi-01,1730326500,-74.0,9.3
tinovi-02,1730326500,-72.0,8.5
tinovi-03,1730326500,-87.0,7.0
tinovi-04,1730326500,-85.5,7.8
tinovi-05,1730326500,-85.0,9.8
tinovi-06,1730326500,-98.0,6.8
milesight-01,1730327400,-78.0,8.8
milesight-02,1730327400,-84.5,9.3
tinovi-01,1730327400,-75.0,10.3
tinovi-02,1730327400,-73.0,9.8
tinovi-03,1730327400,-86.5,9.4
tinovi-04,1730327400,-86.0,9.3
tinovi-05,1730327400,-84.0,8.8
tinovi-06,1730327400,-95.0,9.3
milesight-01,1730328300,-80.0,9.5
milesight-02,1730328300,-84.0,9.5
tinovi-01,1730328300,-75.5,8.6
tinovi-02,1730328300,-70.0,7.9
tinovi-03,1730328300,-89.0,9.5
tinovi-04,1730328300,-85.5,8.0
tinovi-05,1730328300,-83.0,9.8
tinovi-06,1730328300,-95.0,7.9
milesight-01,1730329200,-85.0,9.0
milesight-02,1730329200,-86.0,9.3
tinovi-01,1730329200,-75.0,9.8
tinovi-02,1730329200,-66.0,8.8
tinovi-03,1730329200,-87.0,8.5
tinovi-04,1730329200,-87.0,9.8
tinovi-05,1730329200,-81.0,9.4
tinovi-06,1730329200,-93.0,7.3
milesight-01,1730330100,-81.5,8.6
milesight-02,1730330100,-84.0,10.0
tinovi-01,1730330100,-75.0,9.1
tinovi-02,1730330100,-73.5,9.0
tinovi-03,1730330100,-89.0,8.8
tinovi-04,1730330100,-86.5,9.3
tinovi-05,1730330100,-83.0,9.8
tinovi-06,1730330100,-96.0,7.9
milesight-01,1730331000,-81.0,10.3
milesight-02,1730331000,-84.5,9.1
tinovi-01,1730331000,-74.0,10.3
tinovi-02,1730331000,-72.0,10.0
tinovi-03,1730331000,-86.5,8.9
tinovi-04,1730331000,-85.0,7.8
tinovi-05,1730331000,-82.5,8.5
tinovi-06,1730331000,-97.0,8.3
milesight-01,1730331900,-80.0,9.4
milesight-02,1730331900,-83.0,7.8
tinovi-01,1730331900,-74.5,8.4
tinovi-02,1730331900,-71.5,8.3
tinovi-03,1730331900,-85.0,8.3
tinovi-04,1730331900,-87.5,9.0
tinovi-05,1730331900,-83.0,9.5
tinovi-06,1730331900,-95.0,6.8
milesight-01,1730332800,-78.0,7.8
milesight-02,1730332800,-84.0,8.9
tinovi-01,1730332800,-74.0,8.8
tinovi-02,1730332800,-69.0,8.8
tinovi-03,1730332800,-88.0,9.3
tinovi-04,1730332800,-86.0,6.8
tinovi-05,1730332800,-82.0,8.3
tinovi-06,1730332800,-93.0,8.0
milesight-01,1730333700,-82.5,10.1
milesight-02,1730333700,-87.0,9.3
tinovi-01,1730333700,-74.5,9.1
tinovi-02,1730333700,-72.0,8.8
tinovi-03,1730333700,-87.0,9.3
tinovi-04,1730333700,-86.0,9.1
tinovi-05,1730333700,-81.0,9.5
tinovi-06,1730333700,-93.0,6.0
milesight-01,1730334600,-81.0,9.8
milesight-02,1730334600,-80.5,8.5
tinovi-01,1730334600,-75.0,9.5
tinovi-02,1730334600,-71.0,9.3
tinovi-03,1730334600,-89.5,8.0
tinovi-04,1730334600,-87.0,9.3
tinovi-05,1730334600,-81.0,9.3
tinovi-06,1730334600,-93.5,6.8
milesight-01,1730335500,-81.5,9.8
milesight-02,1730335500,-85.0,7.8
tinovi-01,1730335500,-74.0,9.5
tinovi-02,1730335500,-72.5,9.5
tinovi-03,1730335500,-87.0,10.0
tinovi-04,1730335500,-86.0,8.3
tinovi-05,1730335500,-79.0,7.5
tinovi-06,1730335500,-98.0,8.3
milesight-01,1730336400,-83.0,7.8
milesight-02,1730336400,-83.5,8.6
tinovi-01,1730336400,-74.0,7.3
tinovi-02,1730336400,-72.0,7.5
tinovi-03,1730336400,-87.0,8.1
tinovi-04,1730336400,-87.0,9.0
tinovi-05,1730336400,-83.5,10.0
tinovi-06,1730336400,-97.0,6.9
milesight-01,1730337300,-81.5,8.8
milesight-02,1730337300,-83.0,10.5
tinovi-01,1730337300,-73.0,9.6
tinovi-02,1730337300,-70.5,9.4
tinovi-03,1730337300,-87.0,9.0
tinovi-04,1730337300,-85.5,7.8
tinovi-05,1730337300,-83.0,8.0
tinovi-06,1730337300,-95.0,8.3
milesight-01,1730338200,-80.0,7.8
milesight-02,1730338200,-84.5,8.3
tinovi-01,1730338200,-73.0,7.5
tinovi-02,1730338200,-72.0,7.3
tinovi-03,1730338200,-90.0,9.5
tinovi-04,1730338200,-86.0,8.8
tinovi-05,1730338200,-82.0,9.6
tinovi-06,1730338200,-95.0,7.6
milesight-01,1730339100,-83.5,9.6
milesight-02,1730339100,-85.0,8.8
tinovi-01,1730339100,-74.0,9.5
tinovi-02,1730339100,-72.5,10.1
tinovi-03,1730339100,-89.0,7.9
tinovi-04,1730339100,-85.5,8.5
tinovi-05,1730339100,-83.0,10.0
tinovi-06,1730339100,-97.0,7.8
milesight-01,1730340000,-80.0,9.8
milesight-02,1730340000,-84.0,9.4
tinovi-01,1730340000,-75.0,10.3
tinovi-02,1730340000,-74.0,10.0
tinovi-03,1730340000,-85.0,9.0
tinovi-04,1730340000,-86.0,8.5
tinovi-05,1730340000,-81.0,8.8
tinovi-06,1730340000,-98.5,7.6
milesight-01,1730340900,-84.0,9.8
milesight-02,1730340900,-84.0,10.0
tinovi-01,1730340900,-73.0,8.3
tinovi-02,1730340900,-72.0,9.3
tinovi-03,1730340900,-88.0,8.6
tinovi-04,1730340900,-87.5,8.0
tinovi-05,1730340900,-83.0,10.0
tinovi-06,1730340900,-96.0,6.8
milesight-01,1730341800,-79.0,9.5
milesight-02,1730341800,-85.0,9.4
tinovi-01,1730341800,-75.0,10.3
tinovi-02,1730341800,-74.0,8.8
tinovi-03,1730341800,-89.0,8.8
tinovi-04,1730341800,-85.0,8.8
tinovi-05,1730341800,-83.0,8.6
tinovi-06,1730341800,-96.5,6.6
milesight-01,1730342700,-81.5,8.0
milesight-02,1730342700,-87.0,10.0
tinovi-01,1730342700,-73.5,8.5
tinovi-02,1730342700,-70.0,8.8
tinovi-03,1730342700,-87.0,9.3
tinovi-04,1730342700,-86.5,8.6
tinovi-05,1730342700,-81.0,10.0
tinovi-06,1730342700,-95.0,9.0
milesight-01,1730343600,-81.0,9.8
milesight-02,1730343600,-86.0,8.3
tinovi-01,1730343600,-74.0,10.5
tinovi-02,1730343600,-72.0,10.0
tinovi-03,1730343600,-87.0,9.0
tinovi-04,1730343600,-86.0,8.5
tinovi-05,1730343600,-82.0,10.0
tinovi-06,1730343600,-97.0,7.4
milesight-01,1730344500,-82.0,9.9
milesight-02,1730344500,-85.0,9.5
tinovi-01,1730344500,-75.5,10.1
tinovi-02,1730344500,-74.0,9.6
tinovi-03,1730344500,-89.0,8.1
tinovi-04,1730344500,-85.5,8.9
tinovi-05,1730344500,-81.0,9.8
tinovi-06,1730344500,-96.0,7.3
milesight-01,1730345400,-78.0,7.5
milesight-02,1730345400,-85.5,9.5
tinovi-01,1730345400,-73.0,9.8
tinovi-02,1730345400,-73.0,9.3
tinovi-03,1730345400,-89.0,9.8
tinovi-05,1730345400,-82.5,8.6
tinovi-06,1730345400,-96.0,7.1
milesight-01,1730346300,-83.0,9.3
milesight-02,1730346300,-85.0,9.3
tinovi-01,1730346300,-73.5,8.9
tinovi-02,1730346300,-73.5,8.5
tinovi-03,1730346300,-86.5,8.5
tinovi-04,1730346300,-86.5,9.1
tinovi-05,1730346300,-81.0,9.3
tinovi-06,1730346300,-96.0,5.8
milesight-01,1730347200,-81.0,8.3
milesight-02,1730347200,-84.5,9.8
tinovi-01,1730347200,-73.0,9.8
tinovi-02,1730347200,-73.0,9.8
tinovi-03,1730347200,-91.0,9.8
tinovi-04,1730347200,-86.0,7.3
tinovi-05,1730347200,-80.0,8.1
tinovi-06,1730347200,-94.0,8.6
milesight-01,1730348100,-83.0,8.5
milesight-02,1730348100,-83.0,7.8
tinovi-01,1730348100,-73.0,8.8
tinovi-02,1730348100,-73.0,8.5
tinovi-03,1730348100,-89.0,9.1
tinovi-04,1730348100,-86.0,8.6
tinovi-05,1730348100,-83.0,10.3
tinovi-06,1730348100,-93.0,6.8
milesight-01,1730349000,-80.0,8.8
milesight-02,1730349000,-81.0,8.4
tinovi-01,1730349000,-73.0,9.3
tinovi-02,1730349000,-74.0,9.8
tinovi-03,1730349000,-89.0,6.8
tinovi-04,1730349000,-86.0,9.0
tinovi-05,1730349000,-80.5,9.5
tinovi-06,1730349000,-95.0,6.3
milesight-01,1730349900,-83.0,9.8
milesight-02,1730349900,-86.0,9.0
tinovi-01,1730349900,-73.0,9.5
tinovi-02,1730349900,-73.5,9.3
tinovi-03,1730349900,-86.5,9.4
tinovi-04,1730349900,-85.0,7.5
tinovi-05,1730349900,-79.0,8.0
tinovi-06,1730349900,-99.0,8.3
milesight-01,1730350800,-84.0,7.8
milesight-02,1730350800,-88.5,8.3
tinovi-01,1730350800,-74.0,7.5
tinovi-02,1730350800,-73.0,7.3
tinovi-03,1730350800,-85.0,6.8
tinovi-04,1730350800,-87.0,9.0
tinovi-05,1730350800,-83.0,10.0
tinovi-06,1730350800,-97.5,6.8
milesight-01,1730351700,-82.5,9.0
milesight-02,1730351700,-82.0,7.8
tinovi-01,1730351700,-74.0,9.5
tinovi-02,1730351700,-72.0,9.1
tinovi-03,1730351700,-89.0,9.5
tinovi-04,1730351700,-86.0,8.5
tinovi-05,1730351700,-83.0,7.8
tinovi-06,1730351700,-95.0,9.0
milesight-01,1730352600,-81.0,10.0
milesight-02,1730352600,-88.0,8.6
tinovi-01,1730352600,-75.0,8.5
tinovi-02,1730352600,-71.0,7.5
tinovi-03,1730352600,-87.0,8.3
tinovi-04,1730352600,-86.0,8.8
tinovi-05,1730352600,-80.5,9.4
tinovi-06,1730352600,-92.5,7.4
milesight-01,1730353500,-81.5,9.3
milesight-02,1730353500,-86.0,8.8
tinovi-01,1730353500,-74.5,9.9
tinovi-02,1730353500,-72.5,9.6
tinovi-03,1730353500,-88.0,7.9
tinovi-04,1730353500,-86.0,9.3
tinovi-05,1730353500,-83.0,9.8
tinovi-06,1730353500,-93.0,7.5
milesight-01,1730354400,-81.0,7.5
milesight-02,1730354400,-81.0,8.3
tinovi-01,1730354400,-77.0,9.3
tinovi-02,1730354400,-73.0,9.5
tinovi-03,1730354400,-89.0,9.0
tinovi-04,1730354400,-85.5,9.1
tinovi-05,1730354400,-80.5,8.9
tinovi-06,1730354400,-94.0,8.0
milesight-01,1730355300,-80.0,9.0
milesight-02,1730355300,-79.0,7.5
tinovi-01,1730355300,-74.5,8.8
tinovi-02,1730355300,-73.0,8.9
tinovi-03,1730355300,-87.0,8.5
tinovi-04,1730355300,-84.0,7.3
tinovi-05,1730355300,-81.0,9.0
tinovi-06,1730355300,-93.0,7.8
milesight-01,1730356200,-81.0,9.3
milesight-02,1730356200,-84.0,9.4
tinovi-01,1730356200,-74.0,9.5
tinovi-02,1730356200,-73.0,9.3
tinovi-03,1730356200,-86.0,8.3
tinovi-04,1730356200,-88.0,9.3
tinovi-05,1730356200,-82.0,8.8
tinovi-06,1730356200,-96.0,7.8
milesight-01,1730357100,-80.5,10.0
milesight-02,1730357100,-83.0,9.3
tinovi-01,1730357100,-75.0,10.3
tinovi-02,1730357100,-71.5,8.6
tinovi-03,1730357100,-87.0,9.4
tinovi-04,1730357100,-86.0,7.8
tinovi-05,1730357100,-80.0,9.0
tinovi-06,1730357100,-91.0,8.3
milesight-01,1730358000,-81.0,7.5
milesight-02,1730358000,-83.0,8.4
tinovi-01,1730358000,-74.5,8.4
tinovi-02,1730358000,-70.0,9.0
tinovi-03,1730358000,-87.0,9.3
tinovi-04,1730358000,-85.0,8.3
tinovi-05,1730358000,-81.5,9.5
tinovi-06,1730358000,-91.0,7.6
milesight-01,1730358900,-83.5,10.0
milesight-02,1730358900,-82.0,9.8
tinovi-01,1730358900,-77.0,10.3
tinovi-02,1730358900,-74.0,9.0
tinovi-03,1730358900,-89.0,8.3
tinovi-04,1730358900,-87.0,9.5
tinovi-05,1730358900,-81.0,10.0
tinovi-06,1730358900,-92.0,8.8
milesight-01,1730359800,-83.0,10.0
milesight-02,1730359800,-82.5,9.8
tinovi-01,1730359800,-75.5,9.6
tinovi-02,1730359800,-74.5,9.8
tinovi-03,1730359800,-86.0,8.8
tinovi-04,1730359800,-85.0,7.6
tinovi-05,1730359800,-83.0,8.6
tinovi-06,1730359800,-92.5,8.5
milesight-01,1730360700,-83.0,8.6
milesight-02,1730360700,-80.0,7.5
tinovi-01,1730360700,-77.0,7.0
tinovi-02,1730360700,-73.0,7.5
tinovi-03,1730360700,-88.0,8.1
tinovi-04,1730360700,-89.0,8.5
tinovi-05,1730360700,-81.0,9.8
tinovi-06,1730360700,-93.0,7.3
milesight-01,1730361600,-84.0,10.8
milesight-02,1730361600,-85.5,9.3
tinovi-01,1730361600,-76.0,9.9
tinovi-02,1730361600,-73.5,9.9
tinovi-03,1730361600,-89.0,9.8
tinovi-04,1730361600,-89.0,7.8
tinovi-05,1730361600,-79.5,8.5
tinovi-06,1730361600,-87.5,8.6
milesight-01,1730362500,-85.0,9.1
milesight-02,1730362500,-85.0,7.8
tinovi-01,1730362500,-77.0,7.5
tinovi-02,1730362500,-71.0,8.3
tinovi-03,1730362500,-89.5,9.0
tinovi-04,1730362500,-91.0,9.3
tinovi-05,1730362500,-81.0,9.5
tinovi-06,1730362500,-87.0,7.0
milesight-01,1730363400,-86.0,9.8
milesight-02,1730363400,-93.5,8.5
tinovi-01,1730363400,-77.0,9.6
tinovi-02,1730363400,-73.5,9.8
tinovi-03,1730363400,-91.0,7.5
tinovi-04,1730363400,-91.0,9.3
tinovi-05,1730363400,-80.0,9.6
tinovi-06,1730363400,-90.0,9.0
milesight-01,1730364300,-82.0,9.8
milesight-02,1730364300,-87.0,9.3
