nodeid,rdtimestamp,rssi,snr
milesight-02,1713148200,-75.0,7.3
tinovi-01,1713148200,-86.0,9.8
tinovi-02,1713148200,-75.0,9.3
tinovi-03,1713148200,-81.5,9.8
tinovi-04,1713148200,-90.0,9.0
tinovi-05,1713148200,-77.0,9.8
tinovi-06,1713148200,-79.0,9.3
milesight-01,1713149100,-71.0,9.3
milesight-02,1713149100,-75.0,9.3
tinovi-01,1713149100,-93.0,10.0
tinovi-02,1713149100,-72.0,8.5
tinovi-03,1713149100,-85.0,9.3
tinovi-04,1713149100,-89.5,9.3
tinovi-05,1713149100,-74.0,8.1
tinovi-06,1713149100,-80.0,8.9
milesight-01,1713150000,-72.0,9.9
milesight-02,1713150000,-75.0,9.5
tinovi-01,1713150000,-88.0,9.0
tinovi-02,1713150000,-73.0,10.0
tinovi-03,1713150000,-84.0,8.3
tinovi-04,1713150000,-87.0,6.5
tinovi-05,1713150000,-73.0,9.0
tinovi-06,1713150000,-80.0,10.0
milesight-01,1713150900,-71.0,8.8
milesight-02,1713150900,-76.0,9.4
tinovi-01,1713150900,-89.0,9.0
tinovi-02,1713150900,-74.0,9.3
tinovi-03,1713150900,-85.0,10.3
tinovi-04,1713150900,-94.5,8.9
tinovi-05,1713150900,-76.0,9.6
tinovi-06,1713150900,-80.0,8.3
milesight-01,1713151800,-73.0,8.8
milesight-02,1713151800,-77.0,9.8
tinovi-01,1713151800,-87.0,9.3
tinovi-02,1713151800,-73.0,9.8
tinovi-03,1713151800,-83.0,7.9
tinovi-04,1713151800,-90.0,6.3
tinovi-05,1713151800,-73.0,8.8
tinovi-06,1713151800,-79.0,9.0
milesight-01,1713152700,-74.0,10.5
milesight-02,1713152700,-79.0,9.1
tinovi-01,1713152700,-85.5,9.4
tinovi-02,1713152700,-72.5,8.3
tinovi-03,1713152700,-83.0,9.3
tinovi-04,1713152700,-90.0,8.5
tinovi-05,1713152700,-74.0,8.3
tinovi-06,1713152700,-79.0,8.1
milesight-01,1713153600,-69.5,8.4
milesight-02,1713153600,-74.0,7.3
tinovi-01,1713153600,-85.0,8.0
tinovi-02,1713153600,-74.0,9.8
tinovi-03,1713153600,-85.5,9.3
tinovi-04,1713153600,-90.0,8.5
tinovi-05,1713153600,-74.0,9.5
tinovi-06,1713153600,-79.0,8.5
milesight-01,1713154500,-70.0,9.3
milesight-02,1713154500,-76.0,10.4
tinovi-01,1713154500,-90.5,9.5
tinovi-02,1713154500,-71.5,8.8
tinovi-03,1713154500,-83.0,9.0
tinovi-04,1713154500,-90.0,8.3
tinovi-05,1713154500,-75.0,8.8
tinovi-06,1713154500,-79.5,8.8
milesight-01,1713155400,-72.0,8.5
milesight-02,1713155400,-78.0,10.0
tinovi-01,1713155400,-85.0,7.8
tinovi-02,1713155400,-73.0,9.5
tinovi-03,1713155400,-83.0,8.3
tinovi-04,1713155400,-98.0,7.8
tinovi-05,1713155400,-73.0,9.0
tinovi-06,1713155400,-77.0,7.0
milesight-01,1713156300,-73.0,9.5
milesight-02,1713156300,-76.0,9.9
tinovi-01,1713156300,-82.5,9.0
tinovi-02,1713156300,-72.0,9.6
tinovi-03,1713156300,-83.0,9.8
tinovi-04,1713156300,-94.0,7.8
tinovi-05,1713156300,-74.0,9.6
tinovi-06,1713156300,-79.0,9.1
milesight-01,1713157200,-71.0,9.5
milesight-02,1713157200,-77.0,7.3
tinovi-01,1713157200,-87.0,9.8
tinovi-02,1713157200,-73.0,7.5
tinovi-03,1713157200,-82.0,9.0
tinovi-04,1713157200,-92.0,9.3
tinovi-05,1713157200,-73.0,7.8
tinovi-06,1713157200,-79.0,7.3
milesight-01,1713158100,-74.0,9.8
milesight-02,1713158100,-78.0,7.8
tinovi-01,1713158100,-81.5,8.0
tinovi-02,1713158100,-72.0,9.5
tinovi-03,1713158100,-85.0,10.0
tinovi-04,1713158100,-91.5,9.1
tinovi-05,1713158100,-76.0,9.8
tinovi-06,1713158100,-79.0,8.9
milesight-01,1713159000,-73.5,8.5
milesight-02,1713159000,-77.0,10.3
tinovi-01,1713159000,-90.0,9.8
tinovi-02,1713159000,-73.0,8.0
tinovi-03,1713159000,-83.0,9.9
tinovi-04,1713159000,-85.0,8.8
tinovi-05,1713159000,-75.0,7.3
tinovi-06,1713159000,-81.0,10.0
milesight-01,1713159900,-74.0,10.0
milesight-02,1713159900,-78.0,9.3
tinovi-01,1713159900,-86.0,8.1
tinovi-02,1713159900,-73.0,9.6
tinovi-03,1713159900,-83.0,6.5
tinovi-04,1713159900,-90.5,8.3
tinovi-05,1713159900,-75.0,9.5
tinovi-06,1713159900,-79.0,8.1
milesight-01,1713160800,-73.0,10.3
milesight-02,1713160800,-77.0,9.3
tinovi-01,1713160800,-84.0,9.8
tinovi-02,1713160800,-74.0,10.0
tinovi-03,1713160800,-83.0,9.1
tinovi-04,1713160800,-92.0,9.0
tinovi-05,1713160800,-74.0,10.0
tinovi-06,1713160800,-81.0,9.8
milesight-01,1713161700,-72.0,9.8
milesight-02,1713161700,-74.5,9.0
tinovi-01,1713161700,-86.5,9.9
tinovi-02,1713161700,-71.5,8.8
tinovi-03,1713161700,-80.0,7.8
tinovi-04,1713161700,-91.5,7.9
tinovi-05,1713161700,-74.5,8.6
tinovi-06,1713161700,-79.5,8.6
milesight-01,1713162600,-73.0,8.9
milesight-02,1713162600,-74.0,10.0
tinovi-01,1713162600,-84.0,10.8
tinovi-02,1713162600,-73.0,9.3
tinovi-03,1713162600,-82.0,9.4
tinovi-04,1713162600,-91.0,8.8
tinovi-05,1713162600,-77.0,10.3
tinovi-06,1713162600,-77.0,8.3
milesight-01,1713163500,-73.0,10.0
milesight-02,1713163500,-73.5,8.9
tinovi-01,1713163500,-84.5,8.6
tinovi-02,1713163500,-71.5,9.0
tinovi-03,1713163500,-84.0,8.5
tinovi-04,1713163500,-90.0,9.1
tinovi-05,1713163500,-74.0,8.8
tinovi-06,1713163500,-80.5,9.1
milesight-01,1713164400,-72.5,8.9
milesight-02,1713164400,-77.0,10.0
tinovi-01,1713164400,-89.0,10.3
tinovi-02,1713164400,-73.0,9.5
tinovi-03,1713164400,-83.0,8.6
tinovi-04,1713164400,-86.0,7.3
tinovi-05,1713164400,-74.0,9.3
tinovi-06,1713164400,-80.0,9.5
milesight-01,1713165300,-72.0,9.5
milesight-02,1713165300,-74.0,9.0
tinovi-01,1713165300,-84.5,9.3
tinovi-02,1713165300,-72.0,10.0
tinovi-03,1713165300,-85.0,9.8
tinovi-04,1713165300,-93.5,8.4
tinovi-05,1713165300,-74.5,9.0
tinovi-06,1713165300,-79.5,9.0
milesight-01,1713166200,-71.0,9.1
milesight-02,1713166200,-77.0,10.3
tinovi-01,1713166200,-83.0,10.8
tinovi-02,1713166200,-73.0,9.5
tinovi-03,1713166200,-83.0,8.9
tinovi-04,1713166200,-91.0,7.8
tinovi-05,1713166200,-73.0,8.8
tinovi-06,1713166200,-77.0,9.0
milesight-01,1713167100,-73.0,9.0
milesight-02,1713167100,-78.0,10.5
tinovi-01,1713167100,-85.0,10.3
tinovi-02,1713167100,-74.0,8.6
tinovi-03,1713167100,-83.0,9.8
tinovi-04,1713167100,-88.0,9.1
tinovi-05,1713167100,-75.0,8.6
tinovi-06,1713167100,-78.0,7.9
milesight-01,1713168000,-72.0,8.9
milesight-02,1713168000,-77.0,9.3
tinovi-01,1713168000,-83.0,8.0
tinovi-02,1713168000,-72.0,9.5
tinovi-03,1713168000,-83.5,9.5
tinovi-04,1713168000,-89.0,9.0
tinovi-05,1713168000,-75.0,10.0
tinovi-06,1713168000,-79.0,9.3
milesight-01,1713168900,-72.0,9.5
milesight-02,1713168900,-76.0,7.5
tinovi-01,1713168900,-88.5,9.5
tinovi-02,1713168900,-72.5,8.5
tinovi-03,1713168900,-81.0,9.0
tinovi-04,1713168900,-86.0,8.3
tinovi-05,1713168900,-74.0,7.9
tinovi-06,1713168900,-79.5,9.4
milesight-01,1713169800,-72.5,9.6
milesight-02,1713169800,-74.0,8.8
tinovi-01,1713169800,-84.0,8.3
tinovi-02,1713169800,-74.0,9.3
tinovi-03,1713169800,-82.0,9.0
tinovi-04,1713169800,-93.0,9.3
tinovi-05,1713169800,-77.0,10.0
tinovi-06,1713169800,-77.0,7.3
milesight-01,1713170700,-73.0,9.8
milesight-02,1713170700,-76.5,9.6
tinovi-01,1713170700,-84.0,9.8
tinovi-02,1713170700,-73.5,9.8
tinovi-03,1713170700,-83.0,10.3
tinovi-04,1713170700,-88.0,7.9
tinovi-05,1713170700,-74.5,9.6
tinovi-06,1713170700,-81.0,9.3
milesight-01,1713171600,-73.0,9.8
milesight-02,1713171600,-79.0,9.5
tinovi-01,1713171600,-84.0,9.5
tinovi-02,1713171600,-71.0,8.0
tinovi-03,1713171600,-83.0,8.6
tinovi-04,1713171600,-87.0,9.3
tinovi-05,1713171600,-75.0,7.5
tinovi-06,1713171600,-79.0,7.8
milesight-01,1713172500,-69.0,7.8
milesight-02,1713172500,-74.0,8.0
tinovi-01,1713172500,-83.0,9.0
tinovi-02,1713172500,-75.5,9.6
tinovi-03,1713172500,-82.0,9.3
tinovi-04,1713172500,-88.0,9.4
tinovi-05,1713172500,-76.0,10.0
tinovi-06,1713172500,-77.0,8.0
milesight-01,1713173400,-72.0,9.1
milesight-02,1713173400,-79.0,7.8
tinovi-01,1713173400,-86.0,10.0
tinovi-02,1713173400,-74.0,8.3
tinovi-03,1713173400,-85.0,9.3
tinovi-04,1713173400,-87.0,7.5
tinovi-05,1713173400,-74.0,8.0
tinovi-06,1713173400,-80.0,10.0
milesight-01,1713174300,-72.0,10.0
milesight-02,1713174300,-78.0,8.9
tinovi-01,1713174300,-86.0,8.6
tinovi-02,1713174300,-74.0,10.1
tinovi-03,1713174300,-83.0,8.4
tinovi-04,1713174300,-89.0,8.4
tinovi-05,1713174300,-75.0,9.8
tinovi-06,1713174300,-79.0,9.0
milesight-01,1713175200,-71.5,8.8
milesight-02,1713175200,-78.0,9.5
tinovi-01,1713175200,-82.0,9.3
tinovi-02,1713175200,-75.0,10.5
tinovi-03,1713175200,-82.0,9.3
tinovi-04,1713175200,-87.0,9.0
tinovi-05,1713175200,-77.0,10.0
tinovi-06,1713175200,-80.0,8.4
milesight-01,1713176100,-72.0,8.5
milesight-02,1713176100,-74.5,10.1
tinovi-01,1713176100,-84.0,9.8
tinovi-02,1713176100,-75.0,9.8
tinovi-03,1713176100,-83.0,8.8
tinovi-04,1713176100,-86.0,7.0
tinovi-05,1713176100,-74.5,7.4
tinovi-06,1713176100,-78.0,9.5
milesight-01,1713177000,-72.5,9.4
milesight-02,1713177000,-73.0,9.3
tinovi-01,1713177000,-80.0,10.0
tinovi-02,1713177000,-74.5,8.0
tinovi-03,1713177000,-82.0,8.3
tinovi-04,1713177000,-89.0,9.3
tinovi-05,1713177000,-76.0,9.5
tinovi-06,1713177000,-80.0,8.8
milesight-01,1713177900,-72.0,9.5
milesight-02,1713177900,-73.5,9.3
tinovi-01,1713177900,-86.0,8.3
tinovi-02,1713177900,-74.0,9.3
tinovi-03,1713177900,-85.5,9.0
tinovi-04,1713177900,-90.0,9.8
tinovi-05,1713177900,-74.5,8.6
tinovi-06,1713177900,-80.0,8.8
milesight-01,1713178800,-70.0,9.5
milesight-02,1713178800,-73.0,9.0
tinovi-01,1713178800,-86.0,9.0
tinovi-02,1713178800,-74.5,8.8
tinovi-03,1713178800,-89.0,9.5
tinovi-04,1713178800,-86.5,8.0
tinovi-05,1713178800,-75.0,10.5
tinovi-06,1713178800,-78.5,9.5
milesight-01,1713179700,-71.0,9.3
milesight-02,1713179700,-74.5,9.6
tinovi-01,1713179700,-86.0,8.3
tinovi-02,1713179700,-77.0,10.0
tinovi-03,1713179700,-86.0,9.8
tinovi-04,1713179700,-91.0,9.8
tinovi-05,1713179700,-74.0,9.5
tinovi-06,1713179700,-79.0,7.3
milesight-01,1713180600,-72.0,8.8
milesight-02,1713180600,-73.0,10.8
tinovi-01,1713180600,-86.0,9.3
tinovi-02,1713180600,-78.5,10.0
tinovi-03,1713180600,-87.0,9.5
tinovi-04,1713180600,-89.5,8.5
tinovi-05,1713180600,-78.0,10.3
tinovi-06,1713180600,-80.5,9.4
milesight-01,1713181500,-74.0,9.8
milesight-02,1713181500,-77.5,10.3
tinovi-01,1713181500,-89.0,9.0
tinovi-02,1713181500,-75.0,7.8
tinovi-03,1713181500,-85.0,8.4
tinovi-04,1713181500,-89.0,9.3
tinovi-05,1713181500,-74.0,7.8
tinovi-06,1713181500,-77.0,7.0
milesight-01,1713182400,-71.0,9.8
milesight-02,1713182400,-75.0,10.0
tinovi-01,1713182400,-83.0,8.5
tinovi-02,1713182400,-75.0,10.0
tinovi-03,1713182400,-86.0,9.5
tinovi-04,1713182400,-87.0,9.1
tinovi-05,1713182400,-78.0,9.3
tinovi-06,1713182400,-79.0,9.1
milesight-01,1713183300,-69.0,7.5
milesight-02,1713183300,-76.0,9.1
tinovi-01,1713183300,-80.0,9.0
tinovi-02,1713183300,-75.0,8.0
tinovi-03,1713183300,-84.0,9.0
tinovi-04,1713183300,-87.0,9.3
tinovi-05,1713183300,-75.0,8.0
tinovi-06,1713183300,-78.0,9.0
milesight-01,1713184200,-69.5,9.8
milesight-02,1713184200,-77.0,9.5
tinovi-01,1713184200,-88.5,8.5
tinovi-02,1713184200,-77.0,10.0
tinovi-03,1713184200,-83.0,6.8
tinovi-04,1713184200,-89.5,8.6
tinovi-05,1713184200,-76.0,9.8
tinovi-06,1713184200,-77.5,8.6
milesight-01,1713185100,-71.0,9.0
milesight-02,1713185100,-72.0,9.6
tinovi-01,1713185100,-85.0,9.3
tinovi-02,1713185100,-75.0,9.3
tinovi-03,1713185100,-87.0,9.4
tinovi-04,1713185100,-92.0,9.5
tinovi-05,1713185100,-77.0,8.5
tinovi-06,1713185100,-80.0,9.5
milesight-01,1713186000,-73.5,8.3
milesight-02,1713186000,-80.0,10.0
tinovi-01,1713186000,-86.0,9.4
tinovi-02,1713186000,-75.5,7.9
tinovi-03,1713186000,-85.0,7.3
tinovi-04,1713186000,-88.0,9.1
tinovi-05,1713186000,-77.0,9.0
tinovi-06,1713186000,-77.5,8.9
milesight-01,1713186900,-69.0,9.8
milesight-02,1713186900,-81.0,9.8
tinovi-01,1713186900,-84.0,10.0
tinovi-02,1713186900,-73.0,9.0
tinovi-03,1713186900,-83.0,9.4
tinovi-04,1713186900,-88.0,9.0
tinovi-05,1713186900,-74.0,9.8
tinovi-06,1713186900,-77.0,9.8
milesight-01,1713187800,-70.0,8.3
milesight-02,1713187800,-77.0,11.0
tinovi-01,1713187800,-84.5,8.4
tinovi-02,1713187800,-73.0,8.5
tinovi-03,1713187800,-84.0,9.8
tinovi-04,1713187800,-88.5,9.5
tinovi-05,1713187800,-76.0,8.6
tinovi-06,1713187800,-78.0,9.1
milesight-01,1713188700,-74.0,9.3
milesight-02,1713188700,-76.0,8.5
tinovi-01,1713188700,-87.0,9.8
tinovi-02,1713188700,-74.0,9.5
tinovi-03,1713188700,-83.0,8.1
tinovi-04,1713188700,-89.0,7.0
tinovi-05,1713188700,-75.0,9.3
tinovi-06,1713188700,-79.0,10.0
milesight-01,1713189600,-71.0,9.1
milesight-02,1713189600,-77.0,7.8
tinovi-01,1713189600,-83.5,8.6
tinovi-02,1713189600,-73.5,9.3
tinovi-03,1713189600,-83.0,9.0
tinovi-04,1713189600,-91.0,9.6
tinovi-05,1713189600,-77.0,9.9
tinovi-06,1713189600,-79.5,8.4
milesight-01,1713190500,-72.0,7.5
milesight-02,1713190500,-80.0,9.8
tinovi-01,1713190500,-85.0,9.8
tinovi-03,1713190500,-82.0,8.5
tinovi-04,1713190500,-87.0,7.5
tinovi-05,1713190500,-77.0,9.8
tinovi-06,1713190500,-77.0,9.5
milesight-01,1713191400,-72.0,9.8
milesight-02,1713191400,-77.0,10.0
tinovi-01,1713191400,-86.5,10.0
tinovi-02,1713191400,-73.0,9.3
tinovi-03,1713191400,-81.0,9.3
tinovi-04,1713191400,-89.5,9.4
tinovi-05,1713191400,-75.0,8.8
tinovi-06,1713191400,-78.0,9.3
milesight-01,1713192300,-72.0,9.3
milesight-02,1713192300,-77.0,10.0
tinovi-01,1713192300,-83.0,8.3
tinovi-02,1713192300,-73.0,8.5
tinovi-03,1713192300,-84.0,9.6
tinovi-04,1713192300,-91.0,8.8
tinovi-05,1713192300,-73.0,8.8
tinovi-06,1713192300,-80.0,9.5
milesight-01,1713193200,-70.0,9.6
milesight-02,1713193200,-75.0,7.5
tinovi-01,1713193200,-87.5,8.9
tinovi-02,1713193200,-73.5,9.3
tinovi-03,1713193200,-83.0,9.3
tinovi-04,1713193200,-88.5,7.9
tinovi-05,1713193200,-74.5,7.4
tinovi-06,1713193200,-80.0,9.1
milesight-01,1713194100,-71.0,10.0
milesight-02,1713194100,-80.0,9.4
tinovi-01,1713194100,-87.0,7.5
tinovi-02,1713194100,-75.0,10.3
tinovi-03,1713194100,-83.0,9.1
tinovi-04,1713194100,-92.0,9.8
tinovi-05,1713194100,-74.0,8.5
tinovi-06,1713194100,-77.0,7.3
milesight-01,1713195000,-72.5,8.4
milesight-02,1713195000,-79.0,7.8
tinovi-01,1713195000,-88.0,9.4
tinovi-02,1713195000,-73.5,8.8
tinovi-03,1713195000,-83.0,9.5
tinovi-04,1713195000,-91.0,8.6
tinovi-05,1713195000,-76.5,10.1
tinovi-06,1713195000,-79.0,8.9
milesight-01,1713195900,-70.0,9.5
milesight-02,1713195900,-77.5,8.8
tinovi-01,1713195900,-85.0,9.8
tinovi-02,1713195900,-73.0,8.3
tinovi-03,1713195900,-82.0,8.4
tinovi-04,1713195900,-91.0,10.0
tinovi-05,1713195900,-74.0,7.8
tinovi-06,1713195900,-78.0,7.3
milesight-01,1713196800,-73.0,8.6
milesight-02,1713196800,-77.0,10.3
tinovi-01,1713196800,-84.0,8.4
tinovi-02,1713196800,-74.0,9.8
tinovi-03,1713196800,-83.0,8.8
tinovi-04,1713196800,-90.5,9.0
tinovi-05,1713196800,-77.0,10.1
tinovi-06,1713196800,-79.0,9.4
milesight-01,1713197700,-73.0,9.3
milesight-02,1713197700,-77.0,9.4
tinovi-01,1713197700,-86.0,8.5
tinovi-02,1713197700,-72.0,8.5
tinovi-03,1713197700,-84.0,9.3
tinovi-04,1713197700,-89.0,8.3
tinovi-05,1713197700,-75.0,7.8
tinovi-06,1713197700,-81.0,9.5
milesight-01,1713198600,-73.0,8.4
milesight-02,1713198600,-77.0,7.5
tinovi-01,1713198600,-88.5,7.5
tinovi-02,1713198600,-74.0,10.3
tinovi-03,1713198600,-83.0,8.3
tinovi-04,1713198600,-90.0,8.1
tinovi-05,1713198600,-76.0,9.8
tinovi-06,1713198600,-78.0,9.0
milesight-01,1713199500,-73.0,10.3
milesight-02,1713199500,-79.0,10.1
tinovi-01,1713199500,-87.0,9.8
tinovi-02,1713199500,-72.0,9.3
tinovi-03,1713199500,-84.5,9.5
tinovi-04,1713199500,-91.0,9.8
tinovi-05,1713199500,-77.0,10.3
tinovi-06,1713199500,-81.0,9.8
milesight-01,1713200400,-71.0,9.3
milesight-02,1713200400,-80.0,9.3
tinovi-01,1713200400,-84.5,9.0
tinovi-02,1713200400,-74.0,8.5
tinovi-03,1713200400,-83.0,7.5
tinovi-04,1713200400,-89.5,8.8
tinovi-05,1713200400,-76.0,9.1
tinovi-06,1713200400,-77.0,8.4
milesight-01,1713201300,-74.0,10.0
milesight-02,1713201300,-76.0,9.6
tinovi-01,1713201300,-84.0,10.3
tinovi-02,1713201300,-73.0,9.3
tinovi-03,1713201300,-83.0,8.8
tinovi-04,1713201300,-89.0,8.8
tinovi-05,1713201300,-77.0,9.3
tinovi-06,1713201300,-79.0,9.8
milesight-01,1713202200,-71.0,7.9
milesight-02,1713202200,-86.0,10.0
tinovi-01,1713202200,-86.0,8.9
tinovi-02,1713202200,-73.0,9.0
tinovi-03,1713202200,-85.0,9.5
tinovi-04,1713202200,-88.5,9.6
tinovi-05,1713202200,-73.5,7.9
tinovi-06,1713202200,-80.0,9.6
milesight-01,1713203100,-71.0,10.3
milesight-02,1713203100,-79.0,10.0
tinovi-01,1713203100,-86.0,9.5
tinovi-02,1713203100,-73.0,9.3
tinovi-03,1713203100,-82.0,8.3
tinovi-04,1713203100,-87.0,7.0
tinovi-05,1713203100,-73.0,10.0
tinovi-06,1713203100,-78.0,9.3
milesight-01,1713204000,-73.0,8.6
milesight-02,1713204000,-77.0,9.3
tinovi-01,1713204000,-88.0,8.8
tinovi-02,1713204000,-76.0,9.6
tinovi-03,1713204000,-85.0,10.0
tinovi-04,1713204000,-96.0,8.6
tinovi-05,1713204000,-77.0,9.6
tinovi-06,1713204000,-77.5,8.5
milesight-01,1713204900,-71.0,9.0
milesight-02,1713204900,-74.5,9.4
tinovi-01,1713204900,-86.0,9.5
tinovi-02,1713204900,-75.0,9.8
tinovi-03,1713204900,-82.0,8.5
tinovi-04,1713204900,-97.0,6.5
tinovi-05,1713204900,-77.0,10.0
tinovi-06,1713204900,-78.0,9.0
milesight-01,1713205800,-71.0,7.5
milesight-02,1713205800,-79.0,10.0
tinovi-01,1713205800,-90.0,9.4
tinovi-02,1713205800,-76.0,9.0
tinovi-03,1713205800,-83.0,10.3
tinovi-04,1713205800,-93.5,9.1
tinovi-05,1713205800,-75.0,9.3
tinovi-06,1713205800,-79.0,8.5
milesight-01,1713206700,-73.0,10.8
milesight-02,1713206700,-75.0,10.0
tinovi-01,1713206700,-89.0,7.3
tinovi-02,1713206700,-75.0,10.0
tinovi-03,1713206700,-85.0,9.4
tinovi-04,1713206700,-91.0,9.5
tinovi-05,1713206700,-74.0,8.8
tinovi-06,1713206700,-78.0,8.8
milesight-01,1713207600,-71.5,8.5
milesight-02,1713207600,-73.0,10.5
tinovi-01,1713207600,-94.0,9.3
tinovi-02,1713207600,-75.0,8.8
tinovi-03,1713207600,-85.0,9.8
tinovi-04,1713207600,-90.0,8.6
tinovi-05,1713207600,-74.5,8.8
tinovi-06,1713207600,-77.5,8.4
milesight-01,1713208500,-73.0,10.3
milesight-02,1713208500,-75.5,9.9
tinovi-01,1713208500,-86.0,8.0
tinovi-02,1713208500,-74.0,8.5
tinovi-03,1713208500,-84.0,8.4
tinovi-04,1713208500,-96.0,8.0
tinovi-05,1713208500,-77.0,9.3
tinovi-06,1713208500,-78.0,7.5
milesight-01,1713209400,-71.0,7.1
milesight-02,1713209400,-75.0,9.8
tinovi-01,1713209400,-91.0,9.4
tinovi-02,1713209400,-74.5,9.4
tinovi-03,1713209400,-83.0,10.5
tinovi-04,1713209400,-92.0,8.1
tinovi-05,1713209400,-73.5,9.6
tinovi-06,1713209400,-78.5,8.8
milesight-01,1713210300,-73.0,7.3
milesight-02,1713210300,-74.5,8.4
tinovi-01,1713210300,-91.0,8.8
tinovi-02,1713210300,-74.0,7.5
tinovi-03,1713210300,-81.5,8.6
tinovi-04,1713210300,-91.0,8.3
tinovi-05,1713210300,-75.0,7.8
tinovi-06,1713210300,-79.0,7.3
milesight-01,1713211200,-72.5,9.0
milesight-02,1713211200,-73.0,9.5
tinovi-01,1713211200,-88.0,8.4
tinovi-02,1713211200,-73.0,9.3
tinovi-03,1713211200,-85.0,9.8
tinovi-04,1713211200,-90.0,9.0
tinovi-05,1713211200,-75.0,9.6
tinovi-06,1713211200,-77.0,8.3
milesight-01,1713212100,-69.0,9.5
milesight-02,1713212100,-75.0,8.8
tinovi-01,1713212100,-94.0,8.5
tinovi-02,1713212100,-74.0,7.5
tinovi-03,1713212100,-81.5,9.3
tinovi-04,1713212100,-89.0,9.3
tinovi-05,1713212100,-74.0,7.8
tinovi-06,1713212100,-79.0,8.5
milesight-01,1713213000,-72.5,8.9
milesight-02,1713213000,-75.0,9.0
tinovi-01,1713213000,-91.0,8.3
tinovi-02,1713213000,-76.0,9.3
tinovi-03,1713213000,-85.0,7.3
tinovi-04,1713213000,-92.0,7.6
tinovi-05,1713213000,-76.0,9.9
tinovi-06,1713213000,-79.0,8.5
milesight-01,1713213900,-73.0,8.3
milesight-02,1713213900,-72.5,9.5
tinovi-01,1713213900,-85.0,9.0
tinovi-02,1713213900,-80.0,10.0
tinovi-03,1713213900,-83.5,9.3
tinovi-04,1713213900,-93.0,9.0
tinovi-05,1713213900,-78.0,9.5
tinovi-06,1713213900,-80.0,8.5
milesight-01,1713214800,-72.0,9.3
milesight-02,1713214800,-73.0,9.8
tinovi-01,1713214800,-89.0,9.4
tinovi-02,1713214800,-78.5,8.6
tinovi-03,1713214800,-85.0,7.3
tinovi-04,1713214800,-89.5,8.4
tinovi-05,1713214800,-77.0,9.1
tinovi-06,1713214800,-76.5,8.0
milesight-01,1713215700,-71.0,10.0
milesight-02,1713215700,-71.5,8.8
tinovi-01,1713215700,-86.0,9.0
tinovi-02,1713215700,-80.0,10.0
tinovi-03,1713215700,-88.0,8.8
tinovi-04,1713215700,-91.0,9.0
tinovi-05,1713215700,-77.0,9.5
tinovi-06,1713215700,-74.0,10.3
milesight-01,1713216600,-71.0,10.1
milesight-02,1713216600,-69.0,9.0
tinovi-01,1713216600,-90.0,8.3
tinovi-02,1713216600,-79.0,8.9
tinovi-03,1713216600,-89.0,9.5
tinovi-04,1713216600,-89.0,9.6
tinovi-05,1713216600,-76.0,8.0
tinovi-06,1713216600,-79.0,9.5
milesight-01,1713217500,-71.0,9.5
milesight-02,1713217500,-70.5,8.8
tinovi-01,1713217500,-87.0,9.5
tinovi-02,1713217500,-77.0,10.0
tinovi-03,1713217500,-86.5,8.3
tinovi-04,1713217500,-87.0,7.0
tinovi-05,1713217500,-77.0,10.0
tinovi-06,1713217500,-78.5,9.4
milesight-01,1713218400,-72.5,9.1
milesight-02,1713218400,-74.0,9.3
tinovi-01,1713218400,-87.5,8.8
tinovi-02,1713218400,-75.5,9.5
tinovi-03,1713218400,-84.0,8.8
tinovi-04,1713218400,-92.0,8.4
tinovi-05,1713218400,-77.5,9.8
tinovi-06,1713218400,-77.0,7.0
milesight-01,1713219300,-73.0,7.8
milesight-02,1713219300,-73.0,9.5
tinovi-01,1713219300,-84.0,9.5
tinovi-02,1713219300,-74.0,8.5
tinovi-03,1713219300,-84.0,9.5
tinovi-04,1713219300,-92.0,6.8
tinovi-05,1713219300,-75.0,10.3
tinovi-06,1713219300,-79.0,9.3
milesight-01,1713220200,-70.5,8.4
milesight-02,1713220200,-74.0,10.0
tinovi-01,1713220200,-86.0,9.6
tinovi-02,1713220200,-75.5,8.1
tinovi-03,1713220200,-85.0,8.0
tinovi-04,1713220200,-94.0,8.6
tinovi-05,1713220200,-76.0,8.6
tinovi-06,1713220200,-76.0,7.5
milesight-01,1713221100,-71.0,7.8
milesight-02,1713221100,-75.0,9.5
tinovi-01,1713221100,-86.0,7.8
tinovi-02,1713221100,-75.0,9.5
tinovi-03,1713221100,-83.0,9.0
tinovi-04,1713221100,-90.0,8.8
tinovi-05,1713221100,-75.0,7.0
tinovi-06,1713221100,-79.0,9.6
milesight-01,1713222000,-72.5,8.1
milesight-02,1713222000,-74.0,8.5
tinovi-01,1713222000,-96.0,9.1
tinovi-02,1713222000,-74.0,7.5
tinovi-03,1713222000,-82.5,9.1
tinovi-04,1713222000,-87.5,8.3
tinovi-05,1713222000,-75.0,8.9
tinovi-06,1713222000,-80.0,9.3
milesight-01,1713222900,-73.0,8.0
milesight-02,1713222900,-74.0,9.5
tinovi-01,1713222900,-93.0,7.3
tinovi-02,1713222900,-74.5,9.5
tinovi-03,1713222900,-81.0,7.3
tinovi-04,1713222900,-98.0,8.3
tinovi-05,1713222900,-77.0,9.8
tinovi-06,1713222900,-79.5,8.3
milesight-01,1713223800,-69.5,9.6
milesight-02,1713223800,-75.0,8.8
tinovi-01,1713223800,-89.5,9.1
